Rank,Title,HP,ATK,SPD,DEF,RES
433,Roy (LA),34,35,19,27,30
434,Fallen Morgan (F),40,39,17,41,35
435,Lumera,43,43,43,33,25
436,Eleonora,42,37,38,25,24
437,Winter Marth,42,36,41,30,25
438,Summer Camilla,39,33,36,23,19
439,Eitri,37,41,29,30,31
440,Fallen Linus,42,46,43,36,20
441,Spring Saleh,41,37,36,26,28
442,Marcia,41,37,41,32,26
443,Tanith,41,36,40,32,28
444,Sedgar,41,36,39,27,24
445,Iago,42,38,27,23,32
446,Olivia,36,28,33,27,26
447,Summer Joshua,40,36,39,28,24
448,Thea,37,31,35,31,28
449,Yen'fay,43,37,42,32,28
450,Petra,40,32,38,25,20
451,Cecilia,36,32,25,22,29
452,Bridal Lyn,39,28,34,23,24
453,Summer Takumi,40,35,35,21,19
454,Fallen Mareeta,42,33,41,29,23
455,Performing Shigure,34,31,29,21,24
456,Valentine's Owain,41,38,42,31,21
457,Merlinus,50,20,35,31,27
458,Ascended Hilda,42,42,43,34,26
459,Kris (F),40,37,40,30,25
460,Kris (M),40,37,40,30,25
461,Azelle,41,37,39,26,23
462,Winter Manuela,42,37,42,38,31
463,Hel,40,38,41,30,18
464,Kiragi,40,38,43,37,23
465,Ninja Navarre,41,39,42,31,23
466,Dagr,41,39,41,30,25
467,Ascended Laegjarn,40,39,41,30,18
468,Valentine's Effie,43,46,43,32,23
469,Mareeta,41,35,42,31,23
470,Mila,41,37,17,40,37
471,Gangrel,45,32,38,24,27
472,Zeke,40,40,15,38,35
473,Annette,40,39,36,28,30
474,Erinys,39,37,41,32,23
475,Klein,40,31,33,20,24
476,Navarre,42,31,37,23,24
477,Halloween Ilyana,41,38,23,30,37
478,Mirabilis,38,34,18,32,35
479,Summer Lyon,42,42,21,37,39
480,Eirika,42,26,35,26,28
481,Bridal Nailah,40,35,41,31,25
482,Hoshidan Summer Ryoma,36,32,34,21,17
483,Letizia,38,40,16,35,34
484,Freyr,41,46,16,41,35
485,Fallen Lyon,40,40,16,32,35
486,Fallen Ike,40,35,42,32,23
487,Florina,42,29,27,25,34
488,Nagi,46,37,19,36,41
489,Kaden,38,32,36,25,25
490,Cordelia,40,35,35,22,25
491,Emmeryn,43,32,34,23,30
492,Bridal Tharja,39,35,35,21,21
493,Thief Sothe,41,39,41,28,23
494,Arthur (Genealogy),40,42,41,30,18
495,New Year Gunnthrá,38,34,37,27,26
496,New Year Lethe,41,35,41,27,18
497,Picnic Flora,43,38,22,29,38
498,Valentine's Lucina,41,39,42,37,31
499,Hatari Nailah,40,39,43,35,25
500,Winter Annette,43,43,23,40,41
501,Oliver,42,32,20,23,34
502,Winter Mirabilis,39,36,17,34,36
503,Winter Black Knight,43,44,44,35,30
504,Brave Celica,38,33,39,29,24
505,Young Hector,47,45,16,47,41
506,Young Tana,40,39,41,29,23
507,Perceval,38,32,37,28,27
508,Valentine's Lissa,42,35,25,37,40
509,Sully,42,26,34,24,28
510,Legault,39,31,38,24,19
511,Winter Fae,45,35,26,33,41
512,Rennac,39,37,42,34,25
513,Brave Marth,41,41,43,32,25
514,Ascended Mareeta,40,40,43,34,25
515,Fjorm,39,30,31,30,34
516,Kiria,38,41,20,29,34
517,Sumia,39,30,39,29,25
518,Camilla,37,30,32,28,31
519,Reginn,38,36,40,30,24
520,Winter Altina,42,40,18,37,39
521,Summer Fiora,40,32,37,26,28
522,Ninja Shamir,42,37,40,31,32
523,Reyson,37,29,34,24,26
524,Ninian,42,24,33,23,27
525,Legendary Eirika,38,31,39,27,21
526,Fallen Edelgard,45,42,14,44,39
527,Farina,39,36,38,30,30
528,Halloween Duma,47,46,19,40,43
529,Young Ike,40,42,42,32,26
530,Ullr,39,42,41,30,19
531,Winter Bruno,43,41,38,29,34
532,Scion Larcei,40,39,42,33,28
533,Hardin,41,41,44,32,21
534,Hatari Karla,41,40,42,31,28
535,Bridal Catria,40,40,41,28,23
536,Halloween Dheginsea,45,45,14,41,39
537,Fallen Anankos,42,43,44,36,31
538,Hubert,41,39,32,19,25
539,Soiree Rinea,38,30,33,23,28
540,Winter Cordelia,40,44,43,33,23
541,New Year Fjorm,39,35,35,20,21
542,Ophelia,38,37,33,20,23
543,Raigh,36,32,29,22,29
544,Múspell,40,41,16,39,37
545,Halloween Tiki,39,39,42,32,25
546,Tanya,41,30,37,25,28
547,Ninja Hana,42,36,40,28,30
548,Nifl,39,38,40,27,23
549,Scion Leif,40,40,41,27,20
550,Selena (Fates),37,25,35,32,28
551,Patty,40,41,45,37,24
552,Lon'qu,45,29,39,22,22
553,Shanna,39,30,35,25,29
554,Mikoto,38,35,32,20,26
555,New Year Askr,40,42,16,42,37
556,Nótt,40,41,40,28,27
557,Rearmed Robin (F),43,41,44,35,33
558,Wolf,40,39,42,28,20
559,Soiree Nephenee,37,35,36,24,25
560,Ascended Fir,42,44,46,34,21
561,Ninja Laegjarn,40,44,19,37,38
562,Halloween Robin (F),40,40,17,37,38
563,Shamir,41,40,40,25,24
564,Geoffrey,40,46,40,29,25
565,Etie,40,45,40,30,28
566,Tana,36,34,36,25,25
567,Fallen Rhea,46,43,18,40,43
568,Thief Rickard,38,38,42,33,25
569,Karla,42,35,40,23,22
570,Summer Robin (F),35,32,34,28,29
571,New Year Panne,40,41,44,32,21
572,Eliwood,39,31,30,23,32
573,Sakura,36,28,30,24,30
574,Spring Fir,39,35,41,28,24
575,Ascended Joshua,41,39,43,29,25
576,Halloween Naga,38,42,31,35,37
577,Young Mia,40,41,43,32,27
578,Embla,41,43,44,31,24
579,Young Lyon,38,38,18,34,37
580,Summer Shez (M),41,44,44,31,23
581,Groom Roy,39,38,42,30,25
582,New Year Kaden,41,35,39,25,28
583,Spring Maria,35,37,40,40,25
584,Valentine's Henriette,42,40,18,35,40
585,Valentine's Hana,40,42,46,41,27
586,Winter Artur,43,41,19,35,41
587,Malice,40,39,43,32,28
588,Cynthia,38,32,37,27,29
589,Groom Pent,37,33,34,19,21
590,Athena,36,31,38,27,24
591,New Year Ash,41,44,19,44,40
592,Picnic Felicia,43,30,37,30,35
593,Groom Robin,40,46,35,23,24
594,Mia,38,32,40,28,25
595,Linhardt,39,34,25,30,38
596,Kronya,44,31,39,22,26
597,Rhajat,36,35,34,21,24
598,Brave Claude,42,36,40,23,25
599,Bridal Fjorm,42,34,34,17,23
600,Brave Veronica,36,32,36,21,19
601,Legendary Byleth (M),40,39,41,25,21
602,New Year Dagr,40,41,42,27,22
603,Shinon,40,38,42,27,24
604,Hugh,40,38,42,27,24
605,Ylgr,38,33,38,22,20
606,Spring Severa,39,37,40,24,17
607,Legendary Fae,40,42,28,37,41
608,Fallen Delthea,41,36,33,19,28
609,Elice,40,41,35,27,34
610,Valentine's Veronica,40,36,38,21,22
611,Winter Sothis,44,35,41,30,35
612,Brave Tiki (Adult),40,43,27,37,41
613,Hana,37,35,36,23,26
614,Solon,45,38,20,24,38
615,Legendary Ninian,44,37,41,22,24
616,Brunnya,42,35,31,21,33
617,Azura (Young),36,33,29,17,25
618,Legendary Nanna,40,39,42,27,25
619,Aversa,42,33,34,17,24
620,Legendary Shez (F),40,43,44,31,25
621,New Year Azura,37,30,35,22,26
622,Brave Eirika,39,40,42,28,24
623,Claude,39,33,37,20,21
624,Veld,43,38,26,22,36
625,Bridal Flavia,41,44,45,31,18
626,Brave Robin (M),40,46,45,35,27
627,Ascended Fjorm,43,39,41,31,36
628,Winter Sephiran,43,42,21,29,40
629,Alear (M),40,44,45,33,25
630,Gunnthrá,37,31,33,19,25
631,Astrid,38,39,41,27,23
632,Halloween Corrin (F),40,42,45,36,30
633,Lilina (LA),34,35,30,20,26
634,Est,36,35,30,24,32
635,Fallen Morgan (M),38,37,17,35,38
636,Eirika (SM),36,31,35,20,22
637,Young Eirika,40,36,43,30,28
638,Sue,36,32,38,23,20
639,Volke,40,41,43,28,25
640,Mercedes,39,33,30,22,33
641,Seiros,40,42,18,37,40
642,Titania,37,28,34,25,30
643,Brave Camilla,39,33,37,21,25
644,Summer Rhys,44,34,27,21,36
645,Ninja Shinon,40,40,43,28,26
646,Morgan (M),37,33,34,20,26
647,Pirate Hinoka,40,40,40,23,23
648,Ingrid,37,35,40,28,27
649,Rebecca,37,29,34,21,27
650,Summer Claude,41,38,42,25,26
651,Legendary Claude,41,37,41,23,24
652,Pelleas,43,40,36,21,31
653,Fomortiis,46,44,15,46,44
654,Luthier,43,37,36,20,30
655,Setsuna,37,28,37,22,23
656,New Year Lyre,40,37,42,27,28
657,Thrasir,40,33,39,23,27
658,Arete,41,36,27,20,34
659,Kliff,37,30,37,25,28
660,Noah,40,45,45,31,18
661,Azura,36,31,33,21,28
662,Jagen,37,27,24,25,35
663,Halloween Mia,36,30,34,22,28
664,Rearmed Eitr,40,44,46,33,16
665,Hatari Xane,47,30,36,23,35
666,Spring Ashe,40,43,46,32,17
667,Naesala,39,32,38,24,29
668,Summer Nifl,39,38,43,28,26
669,Summer Corrin (F),34,31,34,22,26
670,Elincia,35,34,36,24,27
671,Nanna,36,27,34,21,26
672,Bridal Tiki,42,42,26,40,45
673,Summer Laegjarn,37,34,37,20,21
674,Wind Tribe Dagr,41,45,46,30,22
675,Alear (F),40,43,46,32,26
676,Valentine's Robin (F),42,41,16,39,42
677,Summer Eirika,39,39,42,25,22
678,Teatime Ayra,40,44,46,32,17
679,Orochi,40,40,24,24,37
680,Winter Ignatz,42,35,40,31,37
681,Summer Freyja,40,39,43,25,20
682,Bridal Cordelia,36,35,35,19,22
683,Halloween Timerra,37,41,46,46,23
684,Hoshidan Summer Elincia,34,29,35,20,21
685,Díthorba,43,35,38,23,33
686,Summer Fjorm,43,43,46,28,28
687,Lloyd,41,32,35,20,30
688,Summer Thórr,40,43,16,30,38
689,Erk,45,35,39,19,27
690,Spring Sonya,40,42,41,23,20
691,Lyn,37,28,37,26,29
692,Bridal Juno,38,36,38,22,26
693,Anna,41,29,38,22,28
694,Peri,35,33,33,23,30
695,Summer Shez (F),40,46,45,30,18
696,Rearmed Ophelia,39,44,36,25,32
697,Bernadetta,38,32,38,22,26
698,Flame Lyn,39,38,44,34,32
699,Lilith,39,36,41,27,30
700,Apotheosis Anna,38,35,40,28,31
701,Flayn,40,39,27,21,35
702,Ninja Corrin (F),38,41,40,23,20
703,Cath,41,36,43,27,30
704,Lena,40,32,29,24,37
705,Halloween Sothis,40,36,42,31,34
706,Brave Lysithea,40,40,39,21,25
707,Spring Lucina,35,29,36,22,25
708,Felix,40,46,46,31,25
709,Leila,40,36,41,23,26
710,Rearmed Chrom,41,45,46,29,18
711,Fallen Byleth (F),40,44,47,32,25
712,Halloween Nowi,34,34,32,20,27
713,Ricken,40,43,39,24,30
714,Halloween Rhea,40,43,18,39,42
715,Colm,43,36,41,24,32
716,Brave Byleth (F),39,41,43,26,24
717,Tsubasa,39,32,40,26,30
718,Karin,41,37,42,26,31
719,Pirate Naesala,42,39,43,23,25
720,Loki,42,33,35,16,25
721,Fir,41,25,36,24,31
722,Summer Ingrid,39,34,42,25,26
723,New Year Takumi,40,34,34,17,27
724,Spring Inigo,40,38,40,22,27
725,Sigrun,37,32,36,28,34
726,Scion Nanna,40,35,41,23,27
727,Nerþuz,40,42,47,30,20
728,Lene,35,28,35,23,28
729,Spring Catria,36,32,35,18,23
730,Halloween Niles,37,34,39,25,29
731,Lysithea,37,41,37,21,24
732,Tailtiu,39,32,35,17,25
733,Summer Caeda,39,33,42,26,28
734,Rearmed Alcryst,39,43,46,30,24
735,Yuri,40,39,43,26,29
736,Lilina,35,37,25,19,31
737,Bramimond,39,40,27,21,35
