Rank,Title,HP,ATK,SPD,DEF,RES
364,Summer Leonie,41,36,39,27,19
365,Summer Freyr,41,38,16,38,35
366,Hostile Springs Sakura,36,35,32,26,21
367,Lethe,41,33,38,26,19
368,Gharnef,38,30,34,27,23
369,Phina,40,35,37,26,23
370,Halloween Robin (M),46,43,21,43,37
371,Jaffar,41,26,33,25,22
372,Soleil,37,38,35,28,24
373,New Year Yarne,40,43,40,35,21
374,Shigure,40,33,37,27,25
375,Valentine Conrad,39,32,23,33,35
376,Brave Roy,38,32,34,26,24
377,Altina,42,38,20,30,36
378,Legendary Dimitri,40,41,41,37,18
379,Summer Ashe,40,37,41,32,18
380,Ótr,41,41,17,40,35
381,Eremiya,44,32,35,23,27
382,Winter Cecilia,41,35,23,30,36
383,Valentine's Alm,40,35,40,32,25
384,Larcei,41,36,40,30,25
385,Bridal Sophia,38,40,19,36,34
386,Valentine Faye,43,40,23,35,38
387,Young Innes,43,37,38,26,27
388,New Year Fáfnir,40,43,39,31,16
389,Eleonora,42,37,38,25,24
390,Legendary Myrrh,40,39,25,42,36
391,Eitri,37,41,29,30,31
392,Spring Saleh,41,37,36,26,28
393,Brave Gatekeeper,41,37,17,40,36
394,Naga (Unit),37,30,36,33,26
395,Sedgar,41,36,39,27,24
396,Brady,41,33,32,23,28
397,Lissa,39,26,25,28,30
398,Rath,41,33,35,23,24
399,Brave Edelgard,46,45,16,43,35
400,Thórr,40,44,19,41,34
401,Winter Marth,42,36,41,30,25
402,Fallen Morgan (F),40,39,17,41,35
403,Gilliam,47,44,21,48,35
404,Summer Joshua,40,36,39,28,24
405,Legendary Xander,40,42,41,35,17
406,Guy,44,37,43,33,25
407,Fallen Mareeta,42,33,41,29,23
408,Iago,42,38,27,23,32
409,Sothe,39,36,33,22,21
410,Ninja Zihark,43,37,42,30,24
411,Merlinus,50,20,35,31,27
412,Ethlyn,38,28,34,26,20
413,Tharja,39,32,34,23,20
414,Tanith,41,36,40,32,28
415,Brave Seliph,40,43,41,37,18
416,Jeorge,37,32,32,24,22
417,Azelle,41,37,39,26,23
418,Brave Chrom,41,42,42,37,17
419,Marcia,41,37,41,32,26
420,Kris (F),40,37,40,30,25
421,Kris (M),40,37,40,30,25
422,Hel,40,38,41,30,18
423,Leo,39,29,22,25,30
424,Thea,37,31,35,31,28
425,Valentine's Owain,41,38,42,31,21
426,Legendary Corrin (F),41,38,40,34,29
427,Holst,42,43,41,35,26
428,Ascended Laegjarn,40,39,41,30,18
429,Galzus,40,43,41,36,22
430,Gangrel,45,32,38,24,27
431,Clarisse,37,31,34,25,20
432,Halloween L'Arachel,39,36,34,22,20
433,New Year Laevatein,33,36,30,27,18
434,Mareeta,41,35,42,31,23
435,Zeke,40,40,15,38,35
436,Annette,40,39,36,28,30
437,Charlotte,48,43,41,25,18
438,Ascended Idunn,45,43,26,43,38
439,Summer Ephraim,41,47,16,44,31
440,Halloween Ilyana,41,38,23,30,37
441,Erinys,39,37,41,32,23
442,Celica,39,32,33,22,22
443,Petra,40,32,38,25,20
444,Ganglöt,40,44,30,38,35
445,Dagr,41,39,41,30,25
446,Mila,41,37,17,40,37
447,Fallen Lyon,40,40,16,32,35
448,Letizia,38,40,16,35,34
449,Bridal Nailah,40,35,41,31,25
450,Ninja Navarre,41,39,42,31,23
451,Fallen Ike,40,35,42,32,23
452,New Year Lethe,41,35,41,27,18
453,Yen'fay,43,37,42,32,28
454,Picnic Flora,43,38,22,29,38
455,Emmeryn,43,32,34,23,30
456,Navarre,42,31,37,23,24
457,Thief Sothe,41,39,41,28,23
458,Winter Mirabilis,39,36,17,34,36
459,Summer Noire,36,32,36,27,20
460,Mirabilis,38,34,18,32,35
461,New Year Gunnthrá,38,34,37,27,26
462,Gaius,42,29,36,22,19
463,Summer Camilla,39,33,36,23,19
464,Flame Rinkah,40,37,41,44,25
465,Arthur (Genealogy),40,42,41,30,18
466,Fallen Takumi,37,31,34,25,24
467,Brave Celica,38,33,39,29,24
468,Odin,43,22,32,25,25
469,Summer Takumi,40,35,35,21,19
470,Young Tana,40,39,41,29,23
471,Eirika,42,26,35,26,28
472,Cyril,46,42,44,35,26
473,Kiragi,40,38,43,37,23
474,Perceval,38,32,37,28,27
475,Kiria,38,41,20,29,34
476,Reginn,38,36,40,30,24
477,Legendary Lucina,36,34,35,25,20
478,Florina,42,29,27,25,34
479,Cordelia,40,35,35,22,25
480,Fjorm,39,30,31,30,34
481,Olivia (YT),36,30,34,26,23
482,Sumia,39,30,39,29,25
483,Shez (M),40,43,41,37,26
484,Summer Fiora,40,32,37,26,28
485,Pirate Surtr,45,45,16,44,36
486,Lachesis,39,32,25,22,30
487,Farina,39,36,38,30,30
488,Kaden,38,32,36,25,25
489,Rennac,39,37,42,34,25
490,Valentine's Lissa,42,35,25,37,40
491,Lumera,43,43,43,33,25
492,Ullr,39,42,41,30,19
493,Summer Lyon,42,42,21,37,39
494,Nifl,39,38,40,27,23
495,Bridal Catria,40,40,41,28,23
496,Nagi,46,37,19,36,41
497,Olivia,36,28,33,27,26
498,Legendary Eirika,38,31,39,27,21
499,Scion Leif,40,40,41,27,20
500,Sully,42,26,34,24,28
501,Camilla,37,30,32,28,31
502,Bridal Tharja,39,35,35,21,21
503,Tanya,41,30,37,25,28
504,Winter Altina,42,40,18,37,39
505,Oliver,42,32,20,23,34
506,Bridal Lyn,39,28,34,23,24
507,Hubert,41,39,32,19,25
508,Hatari Nailah,40,39,43,35,25
509,Winter Fae,45,35,26,33,41
510,Ascended Hilda,42,42,43,34,26
511,Lon'qu,45,29,39,22,22
512,Freyr,41,46,16,41,35
513,Ninja Hana,42,36,40,28,30
514,Wolf,40,39,42,28,20
515,Legault,39,31,38,24,19
516,Múspell,40,41,16,39,37
517,Karla,42,35,40,23,22
518,Shamir,41,40,40,25,24
519,Ninja Shamir,42,37,40,31,32
520,Fallen Linus,42,46,43,36,20
521,Halloween Tiki,39,39,42,32,25
522,Klein,40,31,33,20,24
523,Spring Fir,39,35,41,28,24
524,Ascended Mareeta,40,40,43,34,25
525,Brave Marth,41,41,43,32,25
526,Young Lyon,38,38,18,34,37
527,Winter Manuela,42,37,42,38,31
528,Nótt,40,41,40,28,27
529,Shanna,39,30,35,25,29
530,Halloween Robin (F),40,40,17,37,38
531,Roy (LA),34,35,19,27,30
532,New Year Kaden,41,35,39,25,28
533,Selena (Fates),37,25,35,32,28
534,Scion Larcei,40,39,42,33,28
535,Soiree Nephenee,37,35,36,24,25
536,Hardin,41,41,44,32,21
537,Thief Rickard,38,38,42,33,25
538,Hatari Karla,41,40,42,31,28
539,Young Ike,40,42,42,32,26
540,Cynthia,38,32,37,27,29
541,Groom Roy,39,38,42,30,25
542,Ophelia,38,37,33,20,23
543,Valentine's Effie,43,46,43,32,23
544,Linhardt,39,34,25,30,38
545,New Year Fjorm,39,35,35,20,21
546,Tana,36,34,36,25,25
547,Ninian,42,24,33,23,27
548,Mia,38,32,40,28,25
549,Summer Robin (F),35,32,34,28,29
550,Halloween Corrin (M),44,44,21,44,39
551,Groom Robin,40,46,35,23,24
552,Kronya,44,31,39,22,26
553,Brave Claude,42,36,40,23,25
554,Soiree Rinea,38,30,33,23,28
555,Legendary Byleth (M),40,39,41,25,21
556,Picnic Felicia,43,30,37,30,35
557,Winter Bruno,43,41,38,29,34
558,Ascended Joshua,41,39,43,29,25
559,Spring Maria,35,37,40,40,25
560,Reyson,37,29,34,24,26
561,New Year Askr,40,42,16,42,37
562,Ninja Laegjarn,40,44,19,37,38
563,Eliwood,39,31,30,23,32
564,Performing Inigo,37,28,33,22,20
565,Shinon,40,38,42,27,24
566,Hugh,40,38,42,27,24
567,Valentine's Henriette,42,40,18,35,40
568,Valentine's Lucina,41,39,42,37,31
569,Cecilia,36,32,25,22,29
570,New Year Panne,40,41,44,32,21
571,Spring Severa,39,37,40,24,17
572,Mikoto,38,35,32,20,26
573,Solon,45,38,20,24,38
574,Geoffrey,40,46,40,29,25
575,Winter Cordelia,40,44,43,33,23
576,Brunnya,42,35,31,21,33
577,Athena,36,31,38,27,24
578,Summer Edelgard,46,45,17,43,39
579,New Year Dagr,40,41,42,27,22
580,Veld,43,38,26,22,36
581,Legendary Ninian,44,37,41,22,24
582,Valentine's Veronica,40,36,38,21,22
583,Fallen Delthea,41,36,33,19,28
584,Halloween Naga,38,42,31,35,37
585,Astrid,38,39,41,27,23
586,Fallen Morgan (M),38,37,17,35,38
587,Etie,40,45,40,30,28
588,Legendary Nanna,40,39,42,27,25
589,Elice,40,41,35,27,34
590,Hana,37,35,36,23,26
591,Brave Eirika,39,40,42,28,24
592,Young Mia,40,41,43,32,27
593,Winter Artur,43,41,19,35,41
594,Bridal Fjorm,42,34,34,17,23
595,Malice,40,39,43,32,28
596,Summer Rhys,44,34,27,21,36
597,Raigh,36,32,29,22,29
598,Winter Annette,43,43,23,40,41
599,Ylgr,38,33,38,22,20
600,Ingrid,37,35,40,28,27
601,Pirate Hinoka,40,40,40,23,23
602,Embla,41,43,44,31,24
603,Est,36,35,30,24,32
604,Winter Sephiran,43,42,21,29,40
605,Legendary Claude,41,37,41,23,24
606,Hoshidan Summer Ryoma,36,32,34,21,17
607,Fallen Edelgard,45,42,14,44,39
608,Aversa,42,33,34,17,24
609,Young Eirika,40,36,43,30,28
610,Mercedes,39,33,30,22,33
611,Patty,40,41,45,37,24
612,Luthier,43,37,36,20,30
613,Summer Shez (M),41,44,44,31,23
614,Rhajat,36,35,34,21,24
615,Thrasir,40,33,39,23,27
616,Brave Camilla,39,33,37,21,25
617,Claude,39,33,37,20,21
618,Pelleas,43,40,36,21,31
619,Summer Claude,41,38,42,25,26
620,Arete,41,36,27,20,34
621,Sakura,36,28,30,24,30
622,Halloween Dheginsea,45,45,14,41,39
623,Volke,40,41,43,28,25
624,New Year Lyre,40,37,42,27,28
625,Naesala,39,32,38,24,29
626,Ninja Shinon,40,40,43,28,26
627,Orochi,40,40,24,24,37
628,Titania,37,28,34,25,30
629,Summer Eirika,39,39,42,25,22
630,Kliff,37,30,37,25,28
631,Performing Shigure,34,31,29,21,24
632,New Year Azura,37,30,35,22,26
633,Hatari Xane,47,30,36,23,35
634,Seiros,40,42,18,37,40
635,Winter Sothis,44,35,41,30,35
636,Summer Freyja,40,39,43,25,20
637,Ascended Fir,42,44,46,34,21
638,Groom Pent,37,33,34,19,21
639,Erk,45,35,39,19,27
640,Bridal Flavia,41,44,45,31,18
641,Summer Nifl,39,38,43,28,26
642,Sue,36,32,38,23,20
643,Legendary Shez (F),40,43,44,31,25
644,Spring Sonya,40,42,41,23,20
645,Bridal Juno,38,36,38,22,26
646,Summer Thórr,40,43,16,30,38
647,Lloyd,41,32,35,20,30
648,Díthorba,43,35,38,23,33
649,Elincia,35,34,36,24,27
650,Winter Black Knight,43,44,44,35,30
651,Morgan (M),37,33,34,20,26
652,Brave Veronica,36,32,36,21,19
653,Anna,41,29,38,22,28
654,Flayn,40,39,27,21,35
655,Ninja Corrin (F),38,41,40,23,20
656,Brave Lysithea,40,40,39,21,25
657,Leila,40,36,41,23,26
658,Apotheosis Anna,38,35,40,28,31
659,Lena,40,32,29,24,37
660,Lilith,39,36,41,27,30
661,Lyn,37,28,37,26,29
662,Legendary Fae,40,42,28,37,41
663,Bernadetta,38,32,38,22,26
664,Tsubasa,39,32,40,26,30
665,Brave Tiki (Adult),40,43,27,37,41
666,Rearmed Ophelia,39,44,36,25,32
667,Summer Ingrid,39,34,42,25,26
668,Sigrun,37,32,36,28,34
669,Summer Laegjarn,37,34,37,20,21
670,Gunnthrá,37,31,33,19,25
671,Spring Inigo,40,38,40,22,27
672,Scion Nanna,40,35,41,23,27
673,Fallen Anankos,42,43,44,36,31
674,Rebecca,37,29,34,21,27
675,Peri,35,33,33,23,30
676,Halloween Niles,37,34,39,25,29
677,Halloween Mia,36,30,34,22,28
678,Fir,41,25,36,24,31
679,Setsuna,37,28,37,22,23
680,Azura,36,31,33,21,28
681,Lilina (LA),34,35,30,20,26
682,New Year Ash,41,44,19,44,40
683,Lysithea,37,41,37,21,24
684,Eirika (SM),36,31,35,20,22
685,Alear (M),40,44,45,33,25
686,Brave Byleth (F),39,41,43,26,24
687,Pirate Naesala,42,39,43,23,25
688,Cath,41,36,43,27,30
689,Noah,40,45,45,31,18
690,Summer Caeda,39,33,42,26,28
691,Ascended Fjorm,43,39,41,31,36
692,Young Merric,41,34,41,21,25
693,Rearmed Robin (F),43,41,44,35,33
694,Jagen,37,27,24,25,35
695,Spring Ashe,40,43,46,32,17
696,New Year Reginn,37,38,40,23,24
697,Fallen Rhea,46,43,18,40,43
698,Bramimond,39,40,27,21,35
699,Loki,42,33,35,16,25
700,Colm,43,36,41,24,32
701,Ricken,40,43,39,24,30
702,Bridal Cordelia,36,35,35,19,22
703,Karin,41,37,42,26,31
704,New Year Takumi,40,34,34,17,27
705,Rearmed Eitr,40,44,46,33,16
706,Winter Ignatz,42,35,40,31,37
707,Lyn (LA),37,31,36,27,34
708,Teatime Ayra,40,44,46,32,17
709,Valentine's Robin (F),42,41,16,39,42
710,Summer Corrin (F),34,31,34,22,26
711,Knoll,43,37,32,19,35
712,Freyja,40,38,44,24,22
713,Azura (Young),36,33,29,17,25
714,Riev,43,39,25,23,40
715,Halloween Sothis,40,36,42,31,34
716,Ewan,38,37,33,23,35
717,Bridal Larum,38,32,40,26,31
718,Ninja Igrene,40,43,38,22,30
719,Halloween Duma,47,46,19,40,43
720,Summer Shez (F),40,46,45,30,18
721,Yuri,40,39,43,26,29
722,Ninja Camilla,38,43,19,32,40
723,Nanna,36,27,34,21,26
724,Tailtiu,39,32,35,17,25
725,Spring Lucina,35,29,36,22,25
726,Spring Est,39,38,35,17,26
727,Halloween Corrin (F),40,42,45,36,30
728,Wind Tribe Dagr,41,45,46,30,22
729,Valentine's Hana,40,42,46,41,27
730,Legendary Lyn,36,31,36,21,27
731,Halloween Nowi,34,34,32,20,27
732,Natasha,37,36,32,24,36
733,Hilda (Genealogy),41,40,25,24,40
734,Canas,36,32,29,21,33
735,Lene,35,28,35,23,28
736,Summer Hilda (Three Houses),39,37,40,20,25
737,Flame Lyn,39,38,44,34,32
738,Rearmed Chrom,41,45,46,29,18
