Rank,Title,HP,ATK,SPD,DEF,RES
362,Halloween Kellam,48,46,31,48,27
363,Summer Tiki (Young),40,33,37,32,26
364,Fallen Muarim,45,43,40,31,23
365,Faye,42,30,25,26,31
366,Norne,42,32,36,31,27
367,Picnic Flora,43,38,22,29,38
368,Larcei,41,36,40,30,25
369,Winter Altina,42,40,18,37,39
370,Winter Marth,42,36,41,30,25
371,Halloween Robin (M),46,43,21,43,37
372,Legendary Alm,40,37,37,26,22
373,Erinys,39,37,41,32,23
374,Matthew,41,25,34,30,18
375,Rutger,44,32,39,29,24
376,Mila,41,37,17,40,37
377,Mareeta,41,35,42,31,23
378,Summer Norne,42,37,39,31,27
379,Ninja Zihark,43,37,42,30,24
380,Winter Mirabilis,39,36,17,34,36
381,Galzus,40,43,41,36,22
382,Valentine's Alm,40,35,40,32,25
383,Summer Lorenz,45,32,31,25,29
384,Altina,42,38,20,30,36
385,Fallen Celica,40,35,35,27,26
386,Sedgar,41,36,39,27,24
387,Charlotte,48,43,41,25,18
388,Tanith,41,36,40,32,28
389,Fallen Linus,42,46,43,36,20
390,Gatrie,47,42,17,44,35
391,Phina,40,35,37,26,23
392,Rennac,39,37,42,34,25
393,Ascended Idunn,45,43,26,43,38
394,Chad,45,30,37,26,23
395,Legendary Roy,39,34,38,32,26
396,Diamant,41,46,36,43,21
397,Summer Joshua,40,36,39,28,24
398,Cyril,46,42,44,35,26
399,Sothis,41,34,39,32,27
400,Leif,40,32,38,30,23
401,Summer Seth,40,40,38,31,24
402,Marcia,41,37,41,32,26
403,Ninja Cherche,43,44,20,44,32
404,Winter Manuela,42,37,42,38,31
405,Legendary Corrin (F),41,38,40,34,29
406,Abel,39,33,32,25,25
407,Bridal Nailah,40,35,41,31,25
408,Kana (M),40,31,33,31,29
409,Linhardt,39,34,25,30,38
410,Summer Camilla,39,33,36,23,19
411,Winter Annette,43,43,23,40,41
412,Hatari Nailah,40,39,43,35,25
413,Kris (F),40,37,40,30,25
414,Soleil,37,38,35,28,24
415,Adrift Corrin (F),41,31,37,32,27
416,Azelle,41,37,39,26,23
417,Halloween Robin (F),40,40,17,37,38
418,Roy,44,30,31,25,28
419,Fallen Morgan (F),40,39,17,41,35
420,Yen'fay,43,37,42,32,28
421,Eleonora,42,37,38,25,24
422,Ótr,41,41,17,40,35
423,Tharja,39,32,34,23,20
424,Zeke,40,40,15,38,35
425,Reginn,38,36,40,30,24
426,Legendary Lucina,36,34,35,25,20
427,Kris (M),40,37,40,30,25
428,Catria,39,31,34,29,25
429,Iago,42,38,27,23,32
430,Ninja Navarre,41,39,42,31,23
431,Fallen Mareeta,42,33,41,29,23
432,Arthur (Genealogy),40,42,41,30,18
433,Petra,40,32,38,25,20
434,Wolf,40,39,42,28,20
435,Fallen Morgan (M),38,37,17,35,38
436,Flame Rinkah,40,37,41,44,25
437,Summer Noire,36,32,36,27,20
438,Holst,42,43,41,35,26
439,Winter Artur,43,41,19,35,41
440,Merlinus,50,20,35,31,27
441,Mirabilis,38,34,18,32,35
442,Gilliam,47,44,21,48,35
443,Arion,41,45,36,46,21
444,New Year Fáfnir,40,43,39,31,16
445,Ganglöt,40,44,30,38,35
446,Patty,40,41,45,37,24
447,Jeorge,37,32,32,24,22
448,Shez (M),40,43,41,37,26
449,Bridal Tharja,39,35,35,21,21
450,Halloween Rolf,40,30,36,28,23
451,Young Lyon,38,38,18,34,37
452,Hardin,41,41,44,32,21
453,Letizia,38,40,16,35,34
454,Clarisse,37,31,34,25,20
455,Young Innes,43,37,38,26,27
456,Ullr,39,42,41,30,19
457,Valentine's Henriette,42,40,18,35,40
458,Spring Maria,35,37,40,40,25
459,Gregor,40,44,37,43,23
460,Dagr,41,39,41,30,25
461,Spring Loki,39,31,34,27,25
462,Valentine's Lucina,41,39,42,37,31
463,Ethlyn,38,28,34,26,20
464,Thief Sothe,41,39,41,28,23
465,Thief Rickard,38,38,42,33,25
466,Jakob,39,29,31,25,24
467,Shigure,40,33,37,27,25
468,Roderick,40,31,34,25,24
469,New Year Fjorm,39,35,35,20,21
470,Brave Tiki (Adult),40,43,27,37,41
471,Karla,42,35,40,23,22
472,Naga (Unit),37,30,36,33,26
473,Legendary Fae,40,42,28,37,41
474,Halloween Xane,47,30,34,25,30
475,Young Tana,40,39,41,29,23
476,Joshua,40,31,35,30,28
477,Rath,41,33,35,23,24
478,Scion Leif,40,40,41,27,20
479,Gaius,42,29,36,22,19
480,Celica,39,32,33,22,22
481,Ascended Mareeta,40,40,43,34,25
482,Lissa,39,26,25,28,30
483,Thórr,40,44,19,41,34
484,Lachesis,39,32,25,22,30
485,Eitri,37,41,29,30,31
486,New Year Panne,40,41,44,32,21
487,Brave Roy,38,32,34,26,24
488,Ninja Laegjarn,40,44,19,37,38
489,Spring Saleh,41,37,36,26,28
490,Gharnef,38,30,34,27,23
491,Múspell,40,41,16,39,37
492,Spring Severa,39,37,40,24,17
493,Ascended Fir,42,44,46,34,21
494,Brave Edelgard,46,45,16,43,35
495,Ophelia,38,37,33,20,23
496,Ascended Hilda,42,42,43,34,26
497,Eremiya,44,32,35,23,27
498,Seiros,40,42,18,37,40
499,Wind Tribe Fuga,42,46,30,45,30
500,Legendary Robin (M),40,45,30,31,31
501,Jaffar,41,26,33,25,22
502,Solon,45,38,20,24,38
503,Farina,39,36,38,30,30
504,Spring Fir,39,35,41,28,24
505,Fallen Lyon,40,40,16,32,35
506,Lumera,43,43,43,33,25
507,Leo,39,29,22,25,30
508,Veld,43,38,26,22,36
509,Brave Celica,38,33,39,29,24
510,Cordelia,40,35,35,22,25
511,Legault,39,31,38,24,19
512,Valentine's Veronica,40,36,38,21,22
513,Halloween Tiki,39,39,42,32,25
514,Brady,41,33,32,23,28
515,Roy (LA),34,35,19,27,30
516,Nifl,39,38,40,27,23
517,Hubert,41,39,32,19,25
518,Legendary Ninian,44,37,41,22,24
519,Kiria,38,41,20,29,34
520,Arete,41,36,27,20,34
521,Thea,37,31,35,31,28
522,Cecilia,36,32,25,22,29
523,Groom Roy,39,38,42,30,25
524,Legendary Eirika,38,31,39,27,21
525,Bridal Fjorm,42,34,34,17,23
526,Summer Rhys,44,34,27,21,36
527,Brave Claude,42,36,40,23,25
528,Fallen Rhea,46,43,18,40,43
529,Halloween Corrin (M),44,44,21,44,39
530,Scion Larcei,40,39,42,33,28
531,Brave Marth,41,41,43,32,25
532,New Year Gunnthrá,38,34,37,27,26
533,Ninja Hana,42,36,40,28,30
534,Bridal Catria,40,40,41,28,23
535,Gangrel,45,32,38,24,27
536,Legendary Byleth (M),40,39,41,25,21
537,Ninja Shamir,42,37,40,31,32
538,Annette,40,39,36,28,30
539,Olivia (YT),36,30,34,26,23
540,Orochi,40,40,24,24,37
541,Lon'qu,45,29,39,22,22
542,Ylgr,38,33,38,22,20
543,Bridal Tiki,42,42,26,40,45
544,Navarre,42,31,37,23,24
545,Young Eirika,40,36,43,30,28
546,Valentine's Effie,43,46,43,32,23
547,Shinon,40,38,42,27,24
548,Oliver,42,32,20,23,34
549,Halloween Duma,47,46,19,40,43
550,Ascended Joshua,41,39,43,29,25
551,Fallen Delthea,41,36,33,19,28
552,Winter Cordelia,40,44,43,33,23
553,Soiree Nephenee,37,35,36,24,25
554,Halloween Naga,38,42,31,35,37
555,Hugh,40,38,42,27,24
556,Florina,42,29,27,25,34
557,Mikoto,38,35,32,20,26
558,Winter Sephiran,43,42,21,29,40
559,Bridal Flavia,41,44,45,31,18
560,Summer Freyja,40,39,43,25,20
561,Fallen Takumi,37,31,34,25,24
562,Kaden,38,32,36,25,25
563,Brunnya,42,35,31,21,33
564,Rhajat,36,35,34,21,24
565,Klein,40,31,33,20,24
566,Pirate Surtr,45,45,16,44,36
567,Fjorm,39,30,31,30,34
568,Hatari Karla,41,40,42,31,28
569,Tana,36,34,36,25,25
570,Spring Ashe,40,43,46,32,17
571,New Year Kaden,41,35,39,25,28
572,Astrid,38,39,41,27,23
573,Perceval,38,32,37,28,27
574,Performing Inigo,37,28,33,22,20
575,Summer Edelgard,46,45,17,43,39
576,Brave Veronica,36,32,36,21,19
577,Shamir,41,40,40,25,24
578,Riev,43,39,25,23,40
579,Young Ike,40,42,42,32,26
580,Aversa,42,33,34,17,24
581,Emmeryn,43,32,34,23,30
582,Malice,40,39,43,32,28
583,Legendary Claude,41,37,41,23,24
584,Claude,39,33,37,20,21
585,Groom Pent,37,33,34,19,21
586,New Year Dagr,40,41,42,27,22
587,Valentine's Robin (F),42,41,16,39,42
588,Sumia,39,30,39,29,25
589,Hoshidan Summer Ryoma,36,32,34,21,17
590,Nerþuz,40,42,47,30,20
591,Winter Sothis,44,35,41,30,35
592,Lilina,35,37,25,19,31
593,Rearmed Eitr,40,44,46,33,16
594,Summer Eirika,39,39,42,25,22
595,Sue,36,32,38,23,20
596,Hana,37,35,36,23,26
597,Embla,41,43,44,31,24
598,Young Mia,40,41,43,32,27
599,Noah,40,45,45,31,18
600,Ingrid,37,35,40,28,27
601,Brave Eirika,39,40,42,28,24
602,Summer Ephraim,41,47,16,44,31
603,Summer Shez (M),41,44,44,31,23
604,Summer Laegjarn,37,34,37,20,21
605,Legendary Nanna,40,39,42,27,25
606,New Year Askr,40,42,16,42,37
607,Bridal Cordelia,36,35,35,19,22
608,Est,36,35,30,24,32
609,Performing Shigure,34,31,29,21,24
610,Erk,45,35,39,19,27
611,Teatime Ayra,40,44,46,32,17
612,Freyr,41,46,16,41,35
613,Mia,38,32,40,28,25
614,Summer Fiora,40,32,37,26,28
615,Odin,43,22,32,25,25
616,Lilina (LA),34,35,30,20,26
617,Flayn,40,39,27,21,35
618,Bridal Lyn,39,28,34,23,24
619,Rearmed Robin (F),43,41,44,35,33
620,Nótt,40,41,40,28,27
621,New Year Lyre,40,37,42,27,28
622,Julia,38,35,26,17,32
623,Kronya,44,31,39,22,26
624,Athena,36,31,38,27,24
625,Olivia,36,28,33,27,26
626,Leila,40,36,41,23,26
627,Halloween Rhea,40,43,18,39,42
628,Fallen Edelgard,45,42,14,44,39
629,Summer Claude,41,38,42,25,26
630,Freyja,40,38,44,24,22
631,Luthier,43,37,36,20,30
632,Hilda (Genealogy),41,40,25,24,40
633,Summer Robin (F),35,32,34,28,29
634,Fallen Anankos,42,43,44,36,31
635,Summer Nifl,39,38,43,28,26
636,Spring Sonya,40,42,41,23,20
637,Ninja Corrin (F),38,41,40,23,20
638,Halloween Dheginsea,45,45,14,41,39
639,Raigh,36,32,29,22,29
640,Bridal Juno,38,36,38,22,26
641,Camilla,37,30,32,28,31
642,Pirate Hinoka,40,40,40,23,23
643,Winter Black Knight,43,44,44,35,30
644,Azura (Young),36,33,29,17,25
645,Alear (M),40,44,45,33,25
646,Cath,41,36,43,27,30
647,Eirika,42,26,35,26,28
648,Winter Bernadetta,39,36,40,19,23
649,Brave Camilla,39,33,37,21,25
650,Picnic Felicia,43,30,37,30,35
651,Eliwood,39,31,30,23,32
652,Volke,40,41,43,28,25
653,Loki,42,33,35,16,25
654,Selena (Fates),37,25,35,32,28
655,Winter Bruno,43,41,38,29,34
656,Mercedes,39,33,30,22,33
657,Winter Ignatz,42,35,40,31,37
658,Lilith,39,36,41,27,30
659,Tanya,41,30,37,25,28
660,Halloween Sophia,37,38,23,27,42
661,Summer Shez (F),40,46,45,30,18
662,Halloween Sothis,40,36,42,31,34
663,Legendary Shez (F),40,43,44,31,25
664,Rearmed Chrom,41,45,46,29,18
665,Ninja Shinon,40,40,43,28,26
666,Flame Lyn,39,38,44,34,32
667,Cynthia,38,32,37,27,29
668,Medeus,40,44,18,38,43
669,Halloween Corrin (F),40,42,45,36,30
670,Wind Tribe Dagr,41,45,46,30,22
671,Díthorba,43,35,38,23,33
672,Valentine's Mist,36,34,34,17,23
673,Morgan (M),37,33,34,20,26
674,Young Merric,41,34,41,21,25
675,August,40,40,17,32,43
676,Knoll,43,37,32,19,35
677,Jagen,37,27,24,25,35
678,Soiree Rinea,38,30,33,23,28
679,Ninja Camilla,38,43,19,32,40
680,Scion Nanna,40,35,41,23,27
681,New Year Takumi,40,34,34,17,27
682,Gotoh,40,42,14,38,42
683,Thrasir,40,33,39,23,27
684,Elincia,35,34,36,24,27
685,Shanna,39,30,35,25,29
686,New Year Reginn,37,38,40,23,24
687,Colm,43,36,41,24,32
688,Apotheosis Anna,38,35,40,28,31
689,Reyson,37,29,34,24,26
690,New Year Ash,41,44,19,44,40
691,Summer Ingrid,39,34,42,25,26
692,Ascended Fjorm,43,39,41,31,36
693,Groom Robin,40,46,35,23,24
694,Sully,42,26,34,24,28
695,Valentine's Hana,40,42,46,41,27
696,Pirate Naesala,42,39,43,23,25
697,Bramimond,39,40,27,21,35
698,Eirika (SM),36,31,35,20,22
699,Geoffrey,40,46,40,29,25
700,Lena,40,32,29,24,37
701,Thief Cath,39,37,43,21,22
702,Hatari Xane,47,30,36,23,35
703,Forrest,39,32,26,19,35
704,Ninian,42,24,33,23,27
705,Genny,32,35,25,21,34
706,Triandra,38,37,38,16,22
707,Spring Est,39,38,35,17,26
708,Young Eliwood,39,45,46,29,20
709,Elice,40,41,35,27,34
710,Summer Ymir,38,45,18,35,41
711,Pelleas,43,40,36,21,31
712,Summer Elise,34,36,34,18,25
713,Spring Inigo,40,38,40,22,27
714,Asbel,40,36,42,21,26
715,Summer Hilda (Three Houses),39,37,40,20,25
716,Cornelia,42,46,23,26,40
717,Heiðr (Unit),38,45,45,29,20
718,Etie,40,45,40,30,28
719,Summer Thórr,40,43,16,30,38
720,Summer Byleth (F),40,36,42,16,21
721,Brave Byleth (F),39,41,43,26,24
722,Brave Lysithea,40,40,39,21,25
723,Gunnthrá,37,31,33,19,25
724,Natasha,37,36,32,24,36
725,Brave Robin (M),40,46,45,35,27
726,Plegian Tharja,40,39,41,19,22
727,Karin,41,37,42,26,31
728,Alear (F),40,43,46,32,26
729,Halloween Nowi,34,34,32,20,27
730,Valentine's Soren,37,35,33,14,25
731,Summer Gunnthrá,39,33,37,17,24
732,Spring Kagero,36,35,34,18,27
733,Summer Caeda,39,33,42,26,28
734,Fallen Byleth (F),40,44,47,32,25
735,Hostile Springs Hinoka,38,35,35,16,26
736,Legendary Julia,40,39,28,19,36
