Rank,Title,HP,ATK,SPD,DEF,RES
362,Ninja Zihark,43,37,42,30,24
363,New Year Lethe,41,35,41,27,18
364,Valentian Catria,41,38,36,27,24
365,Halloween Robin (M),46,43,21,43,37
366,Matthew,41,25,34,30,18
367,Mila,41,37,17,40,37
368,Erinys,39,37,41,32,23
369,Fallen Ike,40,35,42,32,23
370,Summer Norne,42,37,39,31,27
371,Legendary Robin (F),40,32,35,30,25
372,Halloween Kellam,48,46,31,48,27
373,Ascended Laegjarn,40,39,41,30,18
374,Valentine's Alm,40,35,40,32,25
375,Galzus,40,43,41,36,22
376,Norne,42,32,36,31,27
377,Igrene,42,37,37,26,24
378,Saizo,36,29,34,33,16
379,Winter Mirabilis,39,36,17,34,36
380,Altina,42,38,20,30,36
381,Fallen Muarim,45,43,40,31,23
382,Mareeta,41,35,42,31,23
383,Faye,42,30,25,26,31
384,Legendary Alm,40,37,37,26,22
385,Diamant,41,46,36,43,21
386,Sedgar,41,36,39,27,24
387,Fallen Linus,42,46,43,36,20
388,Summer Seth,40,40,38,31,24
389,Leif,40,32,38,30,23
390,Rennac,39,37,42,34,25
391,Cyril,46,42,44,35,26
392,Sothis,41,34,39,32,27
393,Chad,45,30,37,26,23
394,Ninja Cherche,43,44,20,44,32
395,Phina,40,35,37,26,23
396,Fallen Celica,40,35,35,27,26
397,Tanith,41,36,40,32,28
398,Gatrie,47,42,17,44,35
399,Ascended Idunn,45,43,26,43,38
400,Marcia,41,37,41,32,26
401,Legendary Roy,39,34,38,32,26
402,Charlotte,48,43,41,25,18
403,Summer Joshua,40,36,39,28,24
404,Catria,39,31,34,29,25
405,Tharja,39,32,34,23,20
406,Ótr,41,41,17,40,35
407,Bridal Nailah,40,35,41,31,25
408,Linhardt,39,34,25,30,38
409,Ninja Navarre,41,39,42,31,23
410,Winter Manuela,42,37,42,38,31
411,Adrift Corrin (F),41,31,37,32,27
412,Fallen Morgan (F),40,39,17,41,35
413,Roy,44,30,31,25,28
414,Winter Annette,43,43,23,40,41
415,Reginn,38,36,40,30,24
416,Summer Camilla,39,33,36,23,19
417,Halloween Robin (F),40,40,17,37,38
418,Legendary Corrin (F),41,38,40,34,29
419,Zeke,40,40,15,38,35
420,Azelle,41,37,39,26,23
421,Eleonora,42,37,38,25,24
422,Kris (F),40,37,40,30,25
423,Kris (M),40,37,40,30,25
424,Soleil,37,38,35,28,24
425,Iago,42,38,27,23,32
426,Yen'fay,43,37,42,32,28
427,Kana (M),40,31,33,31,29
428,Hatari Nailah,40,39,43,35,25
429,Legendary Lucina,36,34,35,25,20
430,Fallen Mareeta,42,33,41,29,23
431,Abel,39,33,32,25,25
432,Halloween Rolf,40,30,36,28,23
433,Jeorge,37,32,32,24,22
434,Petra,40,32,38,25,20
435,Wolf,40,39,42,28,20
436,Merlinus,50,20,35,31,27
437,Holst,42,43,41,35,26
438,Young Lyon,38,38,18,34,37
439,Arion,41,45,36,46,21
440,Shez (M),40,43,41,37,26
441,Valentine's Henriette,42,40,18,35,40
442,Spring Maria,35,37,40,40,25
443,Fallen Morgan (M),38,37,17,35,38
444,Clarisse,37,31,34,25,20
445,Gregor,40,44,37,43,23
446,Summer Noire,36,32,36,27,20
447,New Year Fáfnir,40,43,39,31,16
448,Letizia,38,40,16,35,34
449,Ganglöt,40,44,30,38,35
450,Bridal Tharja,39,35,35,21,21
451,Ullr,39,42,41,30,19
452,Flame Rinkah,40,37,41,44,25
453,Mirabilis,38,34,18,32,35
454,Gilliam,47,44,21,48,35
455,Patty,40,41,45,37,24
456,Hardin,41,41,44,32,21
457,Winter Artur,43,41,19,35,41
458,Arthur (Genealogy),40,42,41,30,18
459,Young Innes,43,37,38,26,27
460,Karla,42,35,40,23,22
461,Gharnef,38,30,34,27,23
462,Spring Loki,39,31,34,27,25
463,Roderick,40,31,34,25,24
464,Jakob,39,29,31,25,24
465,New Year Fjorm,39,35,35,20,21
466,Celica,39,32,33,22,22
467,Thief Sothe,41,39,41,28,23
468,Ninja Laegjarn,40,44,19,37,38
469,Ethlyn,38,28,34,26,20
470,Ascended Mareeta,40,40,43,34,25
471,Spring Saleh,41,37,36,26,28
472,Halloween Xane,47,30,34,25,30
473,Rath,41,33,35,23,24
474,Brave Roy,38,32,34,26,24
475,Dagr,41,39,41,30,25
476,Naga (Unit),37,30,36,33,26
477,Shigure,40,33,37,27,25
478,Lissa,39,26,25,28,30
479,Valentine's Lucina,41,39,42,37,31
480,Young Tana,40,39,41,29,23
481,Gaius,42,29,36,22,19
482,Thórr,40,44,19,41,34
483,Eitri,37,41,29,30,31
484,Brave Tiki (Adult),40,43,27,37,41
485,Thief Rickard,38,38,42,33,25
486,Joshua,40,31,35,30,28
487,Scion Leif,40,40,41,27,20
488,Legendary Fae,40,42,28,37,41
489,New Year Panne,40,41,44,32,21
490,Lachesis,39,32,25,22,30
491,Cordelia,40,35,35,22,25
492,Brave Edelgard,46,45,16,43,35
493,Lumera,43,43,43,33,25
494,Eremiya,44,32,35,23,27
495,Leo,39,29,22,25,30
496,Nifl,39,38,40,27,23
497,Múspell,40,41,16,39,37
498,Legendary Robin (M),40,45,30,31,31
499,Farina,39,36,38,30,30
500,Wind Tribe Fuga,42,46,30,45,30
501,Roy (LA),34,35,19,27,30
502,Halloween Tiki,39,39,42,32,25
503,Ascended Hilda,42,42,43,34,26
504,Veld,43,38,26,22,36
505,Valentine's Veronica,40,36,38,21,22
506,Brady,41,33,32,23,28
507,Fallen Lyon,40,40,16,32,35
508,Brave Celica,38,33,39,29,24
509,Solon,45,38,20,24,38
510,Legault,39,31,38,24,19
511,Ascended Fir,42,44,46,34,21
512,Ophelia,38,37,33,20,23
513,Spring Severa,39,37,40,24,17
514,Seiros,40,42,18,37,40
515,Jaffar,41,26,33,25,22
516,Spring Fir,39,35,41,28,24
517,Cecilia,36,32,25,22,29
518,Legendary Byleth (M),40,39,41,25,21
519,Summer Rhys,44,34,27,21,36
520,Bridal Fjorm,42,34,34,17,23
521,Legendary Eirika,38,31,39,27,21
522,Ninja Hana,42,36,40,28,30
523,Kiria,38,41,20,29,34
524,Brave Marth,41,41,43,32,25
525,Legendary Ninian,44,37,41,22,24
526,Scion Larcei,40,39,42,33,28
527,New Year Gunnthrá,38,34,37,27,26
528,Hubert,41,39,32,19,25
529,Brave Claude,42,36,40,23,25
530,Halloween Corrin (M),44,44,21,44,39
531,Thea,37,31,35,31,28
532,Ninja Shamir,42,37,40,31,32
533,Bridal Catria,40,40,41,28,23
534,Gangrel,45,32,38,24,27
535,Arete,41,36,27,20,34
536,Groom Roy,39,38,42,30,25
537,Fallen Rhea,46,43,18,40,43
538,Lon'qu,45,29,39,22,22
539,Halloween Naga,38,42,31,35,37
540,Soiree Nephenee,37,35,36,24,25
541,Olivia (YT),36,30,34,26,23
542,Bridal Flavia,41,44,45,31,18
543,Florina,42,29,27,25,34
544,Young Eirika,40,36,43,30,28
545,Ascended Joshua,41,39,43,29,25
546,Halloween Duma,47,46,19,40,43
547,Annette,40,39,36,28,30
548,Hugh,40,38,42,27,24
549,Orochi,40,40,24,24,37
550,Ylgr,38,33,38,22,20
551,Valentine's Effie,43,46,43,32,23
552,Navarre,42,31,37,23,24
553,Winter Cordelia,40,44,43,33,23
554,Fallen Takumi,37,31,34,25,24
555,Bridal Tiki,42,42,26,40,45
556,Summer Freyja,40,39,43,25,20
557,Winter Sephiran,43,42,21,29,40
558,Oliver,42,32,20,23,34
559,Fallen Delthea,41,36,33,19,28
560,Mikoto,38,35,32,20,26
561,Shinon,40,38,42,27,24
562,Hoshidan Summer Ryoma,36,32,34,21,17
563,Spring Ashe,40,43,46,32,17
564,Legendary Claude,41,37,41,23,24
565,Fjorm,39,30,31,30,34
566,Brunnya,42,35,31,21,33
567,Tana,36,34,36,25,25
568,Riev,43,39,25,23,40
569,Perceval,38,32,37,28,27
570,Summer Edelgard,46,45,17,43,39
571,Sumia,39,30,39,29,25
572,Valentine's Robin (F),42,41,16,39,42
573,Pirate Surtr,45,45,16,44,36
574,Emmeryn,43,32,34,23,30
575,New Year Dagr,40,41,42,27,22
576,Rhajat,36,35,34,21,24
577,New Year Kaden,41,35,39,25,28
578,Brave Veronica,36,32,36,21,19
579,Kaden,38,32,36,25,25
580,Malice,40,39,43,32,28
581,Performing Inigo,37,28,33,22,20
582,Hatari Karla,41,40,42,31,28
583,Groom Pent,37,33,34,19,21
584,Aversa,42,33,34,17,24
585,Claude,39,33,37,20,21
586,Young Ike,40,42,42,32,26
587,Klein,40,31,33,20,24
588,Shamir,41,40,40,25,24
589,Astrid,38,39,41,27,23
590,Winter Sothis,44,35,41,30,35
591,Summer Laegjarn,37,34,37,20,21
592,Bridal Cordelia,36,35,35,19,22
593,Summer Shez (M),41,44,44,31,23
594,Brave Eirika,39,40,42,28,24
595,Hana,37,35,36,23,26
596,Lilina (LA),34,35,30,20,26
597,Odin,43,22,32,25,25
598,Noah,40,45,45,31,18
599,Erk,45,35,39,19,27
600,Est,36,35,30,24,32
601,Lilina,35,37,25,19,31
602,Mia,38,32,40,28,25
603,Sue,36,32,38,23,20
604,Summer Eirika,39,39,42,25,22
605,Summer Fiora,40,32,37,26,28
606,Teatime Ayra,40,44,46,32,17
607,Ingrid,37,35,40,28,27
608,Freyr,41,46,16,41,35
609,Embla,41,43,44,31,24
610,Rearmed Eitr,40,44,46,33,16
611,Performing Shigure,34,31,29,21,24
612,Nerþuz,40,42,47,30,20
613,Young Mia,40,41,43,32,27
614,New Year Askr,40,42,16,42,37
615,Summer Ephraim,41,47,16,44,31
616,Legendary Nanna,40,39,42,27,25
617,Bridal Juno,38,36,38,22,26
618,Pirate Hinoka,40,40,40,23,23
619,Fallen Anankos,42,43,44,36,31
620,Nótt,40,41,40,28,27
621,Winter Black Knight,43,44,44,35,30
622,Hilda (Genealogy),41,40,25,24,40
623,Azura (Young),36,33,29,17,25
624,Fallen Edelgard,45,42,14,44,39
625,Summer Robin (F),35,32,34,28,29
626,Olivia,36,28,33,27,26
627,Athena,36,31,38,27,24
628,Flayn,40,39,27,21,35
629,Rearmed Robin (F),43,41,44,35,33
630,Camilla,37,30,32,28,31
631,Raigh,36,32,29,22,29
632,Ninja Corrin (F),38,41,40,23,20
633,Summer Claude,41,38,42,25,26
634,New Year Lyre,40,37,42,27,28
635,Halloween Rhea,40,43,18,39,42
636,Bridal Lyn,39,28,34,23,24
637,Spring Sonya,40,42,41,23,20
638,Freyja,40,38,44,24,22
639,Kronya,44,31,39,22,26
640,Leila,40,36,41,23,26
641,Halloween Dheginsea,45,45,14,41,39
642,Julia,38,35,26,17,32
643,Summer Nifl,39,38,43,28,26
644,Luthier,43,37,36,20,30
645,Halloween Sophia,37,38,23,27,42
646,Brave Camilla,39,33,37,21,25
647,Selena (Fates),37,25,35,32,28
648,Ninja Shinon,40,40,43,28,26
649,Eliwood,39,31,30,23,32
650,Loki,42,33,35,16,25
651,Winter Bruno,43,41,38,29,34
652,Tanya,41,30,37,25,28
653,Mercedes,39,33,30,22,33
654,Eirika,42,26,35,26,28
655,Picnic Felicia,43,30,37,30,35
656,Winter Bernadetta,39,36,40,19,23
657,Summer Shez (F),40,46,45,30,18
658,Volke,40,41,43,28,25
659,Medeus,40,44,18,38,43
660,Winter Ignatz,42,35,40,31,37
661,Halloween Corrin (F),40,42,45,36,30
662,Cynthia,38,32,37,27,29
663,Legendary Shez (F),40,43,44,31,25
664,Flame Lyn,39,38,44,34,32
665,Halloween Sothis,40,36,42,31,34
666,Lilith,39,36,41,27,30
667,Cath,41,36,43,27,30
668,Alear (M),40,44,45,33,25
669,Rearmed Chrom,41,45,46,29,18
670,Ascended Fjorm,43,39,41,31,36
671,Eirika (SM),36,31,35,20,22
672,Geoffrey,40,46,40,29,25
673,Ninja Camilla,38,43,19,32,40
674,Elincia,35,34,36,24,27
675,Scion Nanna,40,35,41,23,27
676,Reyson,37,29,34,24,26
677,Thrasir,40,33,39,23,27
678,Morgan (M),37,33,34,20,26
679,New Year Ash,41,44,19,44,40
680,New Year Takumi,40,34,34,17,27
681,Apotheosis Anna,38,35,40,28,31
682,Wind Tribe Dagr,41,45,46,30,22
683,Summer Ingrid,39,34,42,25,26
684,Valentine's Mist,36,34,34,17,23
685,Díthorba,43,35,38,23,33
686,August,40,40,17,32,43
687,Sully,42,26,34,24,28
688,Young Merric,41,34,41,21,25
689,Pirate Naesala,42,39,43,23,25
690,Groom Robin,40,46,35,23,24
691,Thief Cath,39,37,43,21,22
692,Shanna,39,30,35,25,29
693,Gotoh,40,42,14,38,42
694,Colm,43,36,41,24,32
695,Bramimond,39,40,27,21,35
696,Valentine's Hana,40,42,46,41,27
697,Soiree Rinea,38,30,33,23,28
698,New Year Reginn,37,38,40,23,24
699,Knoll,43,37,32,19,35
700,Jagen,37,27,24,25,35
701,Lena,40,32,29,24,37
702,Pelleas,43,40,36,21,31
703,Gunnthrá,37,31,33,19,25
704,Hatari Xane,47,30,36,23,35
705,Summer Elise,34,36,34,18,25
706,Karin,41,37,42,26,31
707,Ninian,42,24,33,23,27
708,Natasha,37,36,32,24,36
709,Genny,32,35,25,21,34
710,Triandra,38,37,38,16,22
711,Plegian Tharja,40,39,41,19,22
712,Young Eliwood,39,45,46,29,20
713,Brave Lysithea,40,40,39,21,25
714,Spring Inigo,40,38,40,22,27
715,Asbel,40,36,42,21,26
716,Heiðr (Unit),38,45,45,29,20
717,Brave Byleth (F),39,41,43,26,24
718,Summer Hilda (Three Houses),39,37,40,20,25
719,Brave Robin (M),40,46,45,35,27
720,Cornelia,42,46,23,26,40
721,Halloween Nowi,34,34,32,20,27
722,Elice,40,41,35,27,34
723,Spring Est,39,38,35,17,26
724,Forrest,39,32,26,19,35
725,Summer Ymir,38,45,18,35,41
726,Alear (F),40,43,46,32,26
727,Etie,40,45,40,30,28
728,Summer Thórr,40,43,16,30,38
729,Summer Byleth (F),40,36,42,16,21
730,Bernadetta,38,32,38,22,26
731,Spring Catria,36,32,35,18,23
732,Zephia,41,40,44,23,24
733,Rearmed Alcryst,39,43,46,30,24
734,Young Hector,47,45,16,47,41
735,Valentine's Soren,37,35,33,14,25
736,Summer Selena,36,37,37,17,23
737,New Year Azura,37,30,35,22,26
