Rank,Title,HP,ATK,SPD,DEF,RES
143,Amelia,47,34,34,35,23
144,Hawkeye,45,33,22,28,30
145,Pirate Darros,46,36,32,37,21
146,Seteth,44,36,36,32,24
147,Astram,44,35,36,36,21
148,Duessel,41,39,18,39,31
149,Legendary Robin (F),40,32,35,30,25
150,Young Marth,41,36,37,32,26
151,Byleth (M),40,36,38,34,20
152,Summer Ylgr,42,35,36,30,25
153,Ferdinand,41,32,35,30,24
154,Summer Helbindi,44,36,18,37,33
155,Corrin (M),42,32,32,28,24
156,Groom Hinata,47,37,27,40,21
157,Valentine's Alm,40,35,40,32,25
158,Winter Mirabilis,39,36,17,34,36
159,Ninja Heath,42,43,23,40,30
160,Travant,46,36,26,40,18
161,Summer Tiki (Young),40,33,37,32,26
162,Spring Myrrh,40,38,25,40,35
163,Libra,40,35,32,28,29
164,Hector,52,36,24,37,19
165,Flame Emperor,50,40,25,37,26
166,Hostile Springs Ryoma,40,35,36,28,23
167,Petrine,42,35,37,30,24
168,Ross,47,38,31,32,24
169,Lex,45,36,30,38,19
170,Linus,42,37,33,32,19
171,Summer Xander,43,32,30,36,16
172,Winter Lissa,43,33,30,35,34
173,Sheena,45,30,25,36,33
174,Halloween Ilyana,41,38,23,30,37
175,Legendary Roy,39,34,38,32,26
176,Spring Alfonse,41,35,33,30,18
177,Valentine's Lissa,42,35,25,37,40
178,Valentine Faye,43,40,23,35,38
179,Halloween Myrrh,46,38,23,40,32
180,Matthis,41,43,32,38,25
181,Mirabilis,38,34,18,32,35
182,Nailah,40,31,37,32,23
183,Jeralt,41,43,26,39,30
184,Bridal Sophia,38,40,19,36,34
185,Mamori,43,37,24,42,33
186,Halloween Dorcas,49,41,25,37,21
187,Fallen Celica,40,35,35,27,26
188,Cherche,46,38,25,32,16
189,Winter Tharja,43,34,18,34,36
190,Bridal Tanith,37,34,36,33,21
191,Roshea,41,38,35,38,21
192,Chrom,47,37,25,31,17
193,Pirate Tibarn,42,41,30,36,18
194,Gwendolyn,49,30,24,38,28
195,Boey,43,29,27,32,18
196,Spring Narcian,43,35,34,37,18
197,Idunn,45,35,26,39,34
198,Henry,45,23,22,32,25
199,Rearmed Líf,41,43,29,41,26
200,Linhardt,39,34,25,30,38
201,Plegian Kris,41,37,37,31,22
202,Flame Múspell,40,43,26,41,30
203,Bridal Nailah,40,35,41,31,25
204,Catria,39,31,34,29,25
205,Fallen Tiki (Young),45,36,34,37,28
206,Byleth (F),40,34,40,33,21
207,Brave Alm,42,38,35,37,20
208,Sharena,43,32,32,29,22
209,Zelgius,46,36,33,38,21
210,New Year Velouria,41,38,40,34,23
211,Duma,48,40,21,34,31
212,Spring Minerva,41,36,38,35,18
213,Fallen Ike,40,35,42,32,23
214,Kana (M),40,31,33,31,29
215,Rearmed Alfred,40,45,25,43,27
216,Leon,39,34,30,30,15
217,Alm,45,33,30,28,22
218,Marth,41,31,34,29,23
219,Palla,42,31,31,28,26
220,Sirius (Unit),40,34,37,35,16
221,Abel,39,33,32,25,25
222,Brave Eliwood,40,37,35,32,18
223,Halloween Hector,47,41,26,39,27
224,Spring Chrom,43,35,32,28,20
225,Brigand Boss,45,42,35,35,24
226,Summer Joshua,40,36,39,28,24
227,Fallen Corrin (M),42,38,38,33,26
228,Owain,41,32,37,31,22
229,Picnic Lukas,51,37,21,42,22
230,Spring Luthier,41,38,36,31,27
231,Kempf,42,33,33,27,26
232,Balthus,47,42,24,37,31
233,Nephenee,37,31,35,34,20
234,Plegian Raphael,48,42,28,38,23
235,Quan,44,37,29,31,16
236,Summer Seth,40,40,38,31,24
237,New Year Kyza,45,39,26,41,30
238,Corrin (F),41,27,34,34,21
239,Young Lyon,38,38,18,34,37
240,Phina,40,35,37,26,23
241,Rennac,39,37,42,34,25
242,Azama,43,21,26,32,25
243,Sothis,41,34,39,32,27
244,Subaki,40,25,35,35,22
245,Leif,40,32,38,30,23
246,Fallen Corrin (F),43,35,37,31,27
247,Fallen Morgan (M),38,37,17,35,38
248,New Year Laegjarn,38,32,35,35,17
249,Roy (LA),34,35,19,27,30
250,Ayra,41,33,37,31,21
251,Letizia,38,40,16,35,34
252,Panne,41,29,34,30,23
253,Summer Frederick,40,32,31,28,18
254,Sylvain,40,44,35,37,23
255,Leo,39,29,22,25,30
256,Hatari Nailah,40,39,43,35,25
257,Jakob,39,29,31,25,24
258,Zephiel,55,35,16,38,24
259,Summer Freyr,41,38,16,38,35
260,Norne,42,32,36,31,27
261,Summer Ogma,44,38,38,35,21
262,Kris (F),40,37,40,30,25
263,Cain,42,32,32,27,21
264,Oscar,40,33,34,26,21
265,Hostile Springs Sakura,36,35,32,26,21
266,Mareeta,41,35,42,31,23
267,Ninja Corrin (M),41,40,38,35,28
268,Legendary Myrrh,40,39,25,42,36
269,Naga (Unit),37,30,36,33,26
270,Winter Chrom,51,40,19,35,29
271,Roderick,40,31,34,25,24
272,Laegjarn,41,32,36,36,17
273,Joshua,40,31,35,30,28
274,Legendary Tiki (Young),45,34,35,37,29
275,Soleil,37,38,35,28,24
276,Faye,42,30,25,26,31
277,Larcei,41,36,40,30,25
278,Spring Loki,39,31,34,27,25
279,Reginn,38,36,40,30,24
280,Altina,42,38,20,30,36
281,Ryoma,41,34,35,27,21
282,Halloween Kurthnaga,45,39,27,36,35
283,Ninja Laevatein,41,42,18,37,34
284,Brave Roy,38,32,34,26,24
285,Ninja Haar,44,42,24,44,28
286,Ash,41,39,27,41,34
287,Lissa,39,26,25,28,30
288,Erinys,39,37,41,32,23
289,Bartre,49,36,25,33,13
290,Scáthach,43,42,30,43,24
291,Lachesis,39,32,25,22,30
292,Shigure,40,33,37,27,25
293,Kris (M),40,37,40,30,25
294,Python,38,32,35,31,20
295,Adrift Corrin (F),41,31,37,32,27
296,Winter Jaffar,44,35,37,31,27
297,Jamke,38,36,32,29,17
298,Legendary Eliwood,37,36,34,33,16
299,Valentian Catria,41,38,36,27,24
300,Vyland,47,41,30,36,19
301,Fallen Lyon,40,40,16,32,35
302,Siegbert,41,34,35,31,16
303,Julian,40,38,38,33,18
304,Brave Gatekeeper,41,37,17,40,36
305,Groom Marth,40,31,36,30,20
306,Brave Celica,38,33,39,29,24
307,Spring Fir,39,35,41,28,24
308,Cordelia,40,35,35,22,25
309,Kent,42,37,40,30,24
310,Kiragi,40,38,43,37,23
311,Tanith,41,36,40,32,28
312,Marcia,41,37,41,32,26
313,Camus,42,32,33,31,17
314,Flavia,41,40,41,36,23
315,Halloween Rolf,40,30,36,28,23
316,Black Knight,48,34,34,35,18
317,Raven,41,34,35,25,22
318,Askr,40,43,26,43,31
319,Sedgar,41,36,39,27,24
320,Eitri,37,41,29,30,31
321,Legendary Alm,40,37,37,26,22
322,Kiria,38,41,20,29,34
323,Echidna,45,34,36,30,27
324,Winter Fae,45,35,26,33,41
325,Mila,41,37,17,40,37
326,Thea,37,31,35,31,28
327,Thief Rickard,38,38,42,33,25
328,Shannan,43,38,36,37,18
329,New Year Gunnthrá,38,34,37,27,26
330,Winter Hilda (Three Houses),44,39,38,37,26
331,Spring Idunn,46,37,26,37,38
332,Valentine's Rudolf,46,43,21,41,29
333,Summer Innes,42,33,37,30,20
334,Ascended Mareeta,40,40,43,34,25
335,Fallen Morgan (F),40,39,17,41,35
336,Legendary Corrin (F),41,38,40,34,29
337,Teatime Sigurd,40,46,31,35,16
338,Igrene,42,37,37,26,24
339,Pirate Geese,46,38,35,32,21
340,Gharnef,38,30,34,27,23
341,Halloween Robin (F),40,40,17,37,38
342,Winter Marth,42,36,41,30,25
343,Summer Norne,42,37,39,31,27
344,Rath,41,33,35,23,24
345,Zeke,40,40,15,38,35
346,Caellach,45,40,27,31,33
347,Cecilia,36,32,25,22,29
348,Benny,48,35,23,44,34
349,Hilda (Three Houses),43,37,37,28,23
350,Valentine's Ike,45,37,38,35,19
351,New Year Keaton,48,41,24,43,20
352,Picnic Flora,43,38,22,29,38
353,Valentine's Greil,47,41,18,38,30
354,Fallen Takumi,37,31,34,25,24
355,Summer Lyon,42,42,21,37,39
356,Brave Lucina,41,34,36,27,19
357,New Year Yarne,40,43,40,35,21
358,Kamui,44,38,41,36,22
359,Brady,41,33,32,23,28
360,Jeorge,37,32,32,24,22
361,Soiree Nephenee,37,35,36,24,25
362,Sothe,39,36,33,22,21
363,Ranulf,40,30,37,33,17
364,Mikoto,38,35,32,20,26
365,Farina,39,36,38,30,30
366,Legendary Robin (M),40,45,30,31,31
367,Halloween Tiki,39,39,42,32,25
368,Valentine's Henriette,42,40,18,35,40
369,Forsyth,47,40,20,39,33
370,Thórr,40,44,19,41,34
371,Fallen Mareeta,42,33,41,29,23
372,Winter Felix,44,38,37,32,29
373,Eleonora,42,37,38,25,24
374,Barst,46,33,32,30,17
375,Rutger,44,32,39,29,24
376,Galzus,40,43,41,36,22
377,Groom Roy,39,38,42,30,25
378,Brave Dimitri,41,40,36,40,19
379,Azelle,41,37,39,26,23
380,Perceval,38,32,37,28,27
381,Kaden,38,32,36,25,25
382,Young Tana,40,39,41,29,23
383,Celica,39,32,33,22,22
384,Jill,40,39,40,36,17
385,Summer Wolt,40,34,34,25,17
386,Takumi,40,32,33,25,18
387,Klein,40,31,33,20,24
388,Legendary Ryoma,41,34,39,28,20
389,Rinkah,40,34,39,41,18
390,Iago,42,38,27,23,32
391,Dagr,41,39,41,30,25
392,Fae,46,33,28,25,30
393,Summer Ashe,40,37,41,32,18
394,Ninja Zihark,43,37,42,30,24
395,Ninja Laegjarn,40,44,19,37,38
396,Gerik,47,37,36,30,22
397,Hatari Deen,43,36,39,27,23
398,New Year Laevatein,33,36,30,27,18
399,Scion Larcei,40,39,42,33,28
400,Spring Marisa,42,33,38,28,21
401,Guy,44,37,43,33,25
402,Fjorm,39,30,31,30,34
403,Melady,41,40,33,41,17
404,Spring Saleh,41,37,36,26,28
405,Ninja Navarre,41,39,42,31,23
406,Winter Altina,42,40,18,37,39
407,Rhajat,36,35,34,21,24
408,Ótr,41,41,17,40,35
409,Sumia,39,30,39,29,25
410,Tana,36,34,36,25,25
411,Shez (M),40,43,41,37,26
412,Winter Zephiel,48,38,19,38,36
413,Performing Shigure,34,31,29,21,24
414,Olivia (YT),36,30,34,26,23
415,Winter Artur,43,41,19,35,41
416,Hugh,40,38,42,27,24
417,Halloween Naga,38,42,31,35,37
418,Ganglöt,40,44,30,38,35
419,Oliver,42,32,20,23,34
420,Ingrid,37,35,40,28,27
421,Nifl,39,38,40,27,23
422,Halloween L'Arachel,39,36,34,22,20
423,Est,36,35,30,24,32
424,Patty,40,41,45,37,24
425,Lilina (LA),34,35,30,20,26
426,Ophelia,38,37,33,20,23
427,Flame Rinkah,40,37,41,44,25
428,Summer Fiora,40,32,37,26,28
429,Pirate Brigid,41,37,40,30,19
430,Young Eirika,40,36,43,30,28
431,Sain,41,42,38,36,18
432,Seiros,40,42,18,37,40
433,Holst,42,43,41,35,26
434,Valentine's Owain,41,38,42,31,21
435,Mia,38,32,40,28,25
436,Shinon,40,38,42,27,24
437,Nagi,46,37,19,36,41
438,Orochi,40,40,24,24,37
439,Annette,40,39,36,28,30
440,Hana,37,35,36,23,26
441,Basilio,48,43,33,36,21
442,Bridal Tharja,39,35,35,21,21
443,Flame Mordecai,48,43,29,43,24
444,Spring Maria,35,37,40,40,25
445,Múspell,40,41,16,39,37
446,Eliwood (LA),47,38,32,29,29
447,Nils,45,31,35,26,25
448,Legendary Fae,40,42,28,37,41
449,Camilla,37,30,32,28,31
450,Brave Marth,41,41,43,32,25
451,Azura (Young),36,33,29,17,25
452,Hubert,41,39,32,19,25
453,Brave Tiki (Adult),40,43,27,37,41
454,Summer Dimitri,40,42,40,35,17
455,Summer Lorenz,45,32,31,25,29
456,Bridal Oboro,42,39,35,40,16
457,Yen'fay,43,37,42,32,28
458,Young Ike,40,42,42,32,26
459,Pirate Lifis,47,36,40,30,23
460,Bridal Lyn,39,28,34,23,24
461,Tharja,39,32,34,23,20
462,Summer Robin (F),35,32,34,28,29
463,Julia,38,35,26,17,32
464,Summer Takumi,40,35,35,21,19
465,New Year Fjorm,39,35,35,20,21
466,Arete,41,36,27,20,34
467,Catherine,43,39,41,30,23
468,Athena,36,31,38,27,24
469,Malice,40,39,43,32,28
470,Summer Leonie,41,36,39,27,19
471,New Year Kaden,41,35,39,25,28
472,Thief Sothe,41,39,41,28,23
473,Olivia,36,28,33,27,26
474,Saizo,36,29,34,33,16
475,Bridal Catria,40,40,41,28,23
476,Summer Caspar,46,41,36,30,23
477,Roy,44,30,31,25,28
478,Raigh,36,32,29,22,29
479,Legendary Lucina,36,34,35,25,20
480,Selena (Fates),37,25,35,32,28
481,Masked Marth,43,34,36,25,19
482,Jaffar,41,26,33,25,22
483,Brave Camilla,39,33,37,21,25
484,Fallen Delthea,41,36,33,19,28
485,Winter Cordelia,40,44,43,33,23
486,Young Innes,43,37,38,26,27
487,Summer Noire,36,32,36,27,20
488,Lilina,35,37,25,19,31
489,Legendary Xander,40,42,41,35,17
490,Atlas (Unit),46,43,37,34,27
491,Eliwood,39,31,30,23,32
492,Lucina,43,34,36,25,19
493,Florina,42,29,27,25,34
494,Ascended Hilda,42,42,43,34,26
495,Legendary Nanna,40,39,42,27,25
496,Legendary Dimitri,40,41,41,37,18
497,Valentine's Veronica,40,36,38,21,22
498,Brave Eirika,39,40,42,28,24
499,Cynthia,38,32,37,27,29
500,Petra,40,32,38,25,20
501,Hel,40,38,41,30,18
502,Ninja Cherche,43,44,20,44,32
503,Navarre,42,31,37,23,24
504,Ascended Joshua,41,39,43,29,25
505,Halloween Sophia,37,38,23,27,42
506,Bridal Charlotte,46,36,32,24,19
507,Clarisse,37,31,34,25,20
508,Gregor,40,44,37,43,23
509,Lethe,41,33,38,26,19
510,Mercedes,39,33,30,22,33
511,Marisa,46,30,36,30,21
512,Young Mia,40,41,43,32,27
513,Summer Cordelia,41,32,38,28,18
514,Elincia,35,34,36,24,27
515,Thrasir,40,33,39,23,27
516,Bridal Juno,38,36,38,22,26
517,Ethlyn,38,28,34,26,20
518,Bridal Fjorm,42,34,34,17,23
519,Merric,43,26,32,28,19
520,Shamir,41,40,40,25,24
521,Legendary Eirika,38,31,39,27,21
522,Soiree Rinea,38,30,33,23,28
523,Winter Manuela,42,37,42,38,31
524,Ninja Camilla,38,43,19,32,40
525,Astrid,38,39,41,27,23
526,Aversa,42,33,34,17,24
527,Matthew,41,25,34,30,18
528,Reyson,37,29,34,24,26
529,Apotheosis Anna,38,35,40,28,31
530,New Year Panne,40,41,44,32,21
531,Summer Sylvain,42,32,35,27,16
532,Shanna,39,30,35,25,29
533,Ninja Hana,42,36,40,28,30
534,Valentine's Lucina,41,39,42,37,31
535,Legendary Claude,41,37,41,23,24
536,Ninja Shamir,42,37,40,31,32
537,Karla,42,35,40,23,22
538,Summer Nifl,39,38,43,28,26
539,Brave Claude,42,36,40,23,25
540,Summer Camilla,39,33,36,23,19
541,Summer Ingrid,39,34,42,25,26
542,Hatari Karla,41,40,42,31,28
543,Flayn,40,39,27,21,35
544,Lena,40,32,29,24,37
545,Scion Nanna,40,35,41,23,27
546,August,40,40,17,32,43
547,Ascended Laegjarn,40,39,41,30,18
548,Jagen,37,27,24,25,35
549,Leila,40,36,41,23,26
550,Winter Annette,43,43,23,40,41
551,Morgan (M),37,33,34,20,26
552,Brunnya,42,35,31,21,33
553,New Year Lethe,41,35,41,27,18
554,New Year Lyre,40,37,42,27,28
555,Nótt,40,41,40,28,27
556,New Year Takumi,40,34,34,17,27
557,Bridal Cordelia,36,35,35,19,22
558,Ninja Shinon,40,40,43,28,26
559,Legendary Shez (F),40,43,44,31,25
560,Wolf,40,39,42,28,20
561,Gunnthrá,37,31,33,19,25
562,Eremiya,44,32,35,23,27
563,Summer Ymir,38,45,18,35,41
564,Gonzalez,50,42,35,33,21
565,Veld,43,38,26,22,36
566,Lilith,39,36,41,27,30
567,Forrest,39,32,26,19,35
568,Volke,40,41,43,28,25
569,Legendary Edelgard,45,42,17,39,36
570,Halloween Nowi,34,34,32,20,27
571,Chad,45,30,37,26,23
572,Halloween Sothis,40,36,42,31,34
573,Brave Seliph,40,43,41,37,18
574,Summer Thórr,40,43,16,30,38
575,Hardin,41,41,44,32,21
576,Tanya,41,30,37,25,28
577,Fallen Dimitri,40,42,40,38,17
578,Surtr,50,39,17,40,33
579,Winter Sephiran,43,42,21,29,40
580,Lumera,43,43,43,33,25
581,Flame Lyn,39,38,44,34,32
582,Embla,41,43,44,31,24
583,Alear (M),40,44,45,33,25
584,New Year Askr,40,42,16,42,37
585,Genny,32,35,25,21,34
586,Flora,38,34,23,18,38
587,Draug,50,30,32,39,18
588,Legendary Byleth (M),40,39,41,25,21
589,Hostile Springs Hinoka,38,35,35,16,26
590,Peri,35,33,33,23,30
591,Geoffrey,40,46,40,29,25
592,Spring Veronica,38,35,36,16,25
593,Summer Claude,41,38,42,25,26
594,Fallen Muarim,45,43,40,31,23
595,Hans,46,45,39,35,21
596,Pirate Hinoka,40,40,40,23,23
597,Summer Gunnthrá,39,33,37,17,24
598,Emmeryn,43,32,34,23,30
599,Kagero,31,35,32,22,28
600,Valentine's Mist,36,34,34,17,23
601,Groom Pent,37,33,34,19,21
602,Sakura,36,28,30,24,30
603,New Year Dagr,40,41,42,27,22
604,Bernadetta,38,32,38,22,26
605,Summer Rhys,44,34,27,21,36
606,Naesala,39,32,38,24,29
607,Young Merric,41,34,41,21,25
608,Valentine's Soren,37,35,33,14,25
609,Bramimond,39,40,27,21,35
610,New Year Reginn,37,38,40,23,24
611,Halloween Rhea,40,43,18,39,42
612,Claude,39,33,37,20,21
613,Spring Kagero,36,35,34,18,27
614,Scion Leif,40,40,41,27,20
615,New Year Azura,37,30,35,22,26
616,Summer Caeda,39,33,42,26,28
617,Tailtiu,39,32,35,17,25
618,Hilda (Genealogy),41,40,25,24,40
619,Groom Robin,40,46,35,23,24
620,Halloween Niles,37,34,39,25,29
621,Summer Donnel,46,45,31,40,30
622,Winter Ignatz,42,35,40,31,37
623,Odin,43,22,32,25,25
624,Arthur (Genealogy),40,42,41,30,18
625,Spring Est,39,38,35,17,26
626,Kliff,37,30,37,25,28
627,Wind Tribe Fuga,42,46,30,45,30
628,Sigrun,37,32,36,28,34
629,Summer Elise,34,36,34,18,25
630,Natasha,37,36,32,24,36
631,Diamant,41,46,36,43,21
632,Medeus,40,44,18,38,43
633,New Year Fáfnir,40,43,39,31,16
634,Summer Hilda (Three Houses),39,37,40,20,25
635,Loki,42,33,35,16,25
636,Ishtar,38,34,36,17,26
637,Julius,38,35,27,16,35
638,Winter Bernadetta,39,36,40,19,23
639,Alear (F),40,43,46,32,26
640,Freyr,41,46,16,41,35
641,Summer Corrin (F),34,31,34,22,26
642,Halloween Corrin (F),40,42,45,36,30
643,Azura,36,31,33,21,28
644,Brave Chrom,41,42,42,37,17
645,Brave Byleth (F),39,41,43,26,24
646,Summer Eirika,39,39,42,25,22
647,Lewyn,38,34,37,17,25
648,Ogma,47,35,34,28,13
649,Cyril,46,42,44,35,26
650,Canas,36,32,29,21,33
651,Summer Tana,35,33,36,20,25
652,Brave Lysithea,40,40,39,21,25
653,Summer Ephraim,41,47,16,44,31
654,Ullr,39,42,41,30,19
655,Solon,45,38,20,24,38
656,Cath,41,36,43,27,30
657,Elice,40,41,35,27,34
658,Legault,39,31,38,24,19
659,Asbel,40,36,42,21,26
660,Summer Shez (M),41,44,44,31,23
661,Spring Inigo,40,38,40,22,27
662,Ylgr,38,33,38,22,20
663,Etie,40,45,40,30,28
664,Eirika,42,26,35,26,28
665,Summer Laegjarn,37,34,37,20,21
666,Brave Robin (M),40,46,45,35,27
667,Tsubasa,39,32,40,26,30
668,Adrift Camilla,36,37,30,17,30
669,Halloween Mia,36,30,34,22,28
670,Annand,37,35,39,27,34
671,Lysithea,37,41,37,21,24
672,Riev,43,39,25,23,40
673,Performing Inigo,37,28,33,22,20
674,Spring Catria,36,32,35,18,23
675,Sully,42,26,34,24,28
676,Titania,37,28,34,25,30
677,Gangrel,45,32,38,24,27
678,Valentine's Robin (F),42,41,16,39,42
679,Eirika (SM),36,31,35,20,22
680,Legendary Ninian,44,37,41,22,24
681,Fallen Byleth (F),40,44,47,32,25
682,Rebecca,37,29,34,21,27
683,Halloween Robin (M),46,43,21,43,37
684,Ewan,38,37,33,23,35
685,Rearmed Alcryst,39,43,46,30,24
686,Gotoh,40,42,14,38,42
687,Freyja,40,38,44,24,22
688,Lloyd,41,32,35,20,30
689,Legendary Julia,40,39,28,19,36
690,Murdock,47,45,23,45,35
691,Thief Leila,40,38,43,20,24
692,Valentine's Effie,43,46,43,32,23
693,Winter Sothis,44,35,41,30,35
694,Ludveck,46,44,32,45,28
695,Cornelia,42,46,23,26,40
696,Wrys,42,24,23,22,36
697,Hostile Springs Camilla,38,33,35,17,28
698,Valentine's Gustav,49,41,18,46,31
699,Cervantes,50,45,31,44,25
700,Halloween Henry,36,33,34,26,36
701,Bridal Tiki,42,42,26,40,45
702,Ascended Fir,42,44,46,34,21
703,Spring Palla,38,37,34,17,29
704,Lyn,37,28,37,26,29
705,Virion,46,31,31,26,13
706,Karin,41,37,42,26,31
707,Spring Lucina,35,29,36,22,25
708,Legendary Lyn,36,31,36,21,27
709,Picnic Genny,35,36,24,14,34
710,Peony,38,31,36,16,24
711,Setsuna,37,28,37,22,23
712,Fallen Linus,42,46,43,36,20
713,Lyn (LA),37,31,36,27,34
714,Legendary Byleth (F),40,39,43,23,26
715,Bridal Larum,38,32,40,26,31
716,Bridal Micaiah,39,39,20,19,38
717,Yuri,40,39,43,26,29
718,Picnic Felicia,43,30,37,30,35
719,Arion,41,45,36,46,21
720,Sue,36,32,38,23,20
721,Young Boyd,50,43,36,31,21
722,Summer Lyn,37,33,38,20,27
723,Masquerade Lachesis,37,37,27,19,37
724,Ninja Lyn,40,38,42,21,26
725,Legion,46,36,35,22,18
726,Ascended Idunn,45,43,26,43,38
727,Ninian,42,24,33,23,27
728,Summer Freyja,40,39,43,25,20
729,Micaiah,35,35,28,18,35
730,Winter Nino,40,35,41,22,31
731,Performing Azura,35,32,34,20,28
732,Hoshidan Summer Micaiah,33,34,20,18,34
733,Karel,47,30,35,25,20
734,Maribelle,34,35,33,16,27
735,Spring Severa,39,37,40,24,17
736,Legendary Celica,40,38,38,18,28
737,Valentine's Hana,40,42,46,41,27
738,Dwyer,40,37,35,25,39
739,Vigarde,46,47,30,44,29
