Rank,Title,HP,ATK,SPD,DEF,RES
141,Arthur (Fates),43,32,29,30,24
142,Hoshidan Summer Xander,38,35,17,34,16
143,Halloween Robin (M),46,43,21,43,37
144,Stahl,45,31,26,30,22
145,Valentine's Gustav,49,41,18,46,31
146,Zelgius,46,36,33,38,21
147,Gordin,43,31,25,32,17
148,Walhart,41,37,27,36,16
149,Winter Chrom,51,40,19,35,29
150,Summer Tiki (Adult),35,36,30,32,24
151,Gwendolyn,49,30,24,38,28
152,Winter Robin,45,35,34,35,25
153,Halloween Ena,44,36,23,37,36
154,Caellach,45,40,27,31,33
155,Legendary Myrrh,40,39,25,42,36
156,Basilio,48,43,33,36,21
157,Sophia,40,33,19,28,29
158,Summer Helbindi,44,36,18,37,33
159,Halloween Kagero,41,38,21,32,33
160,Ganglöt,40,44,30,38,35
161,Brigand Boss,45,42,35,35,24
162,Narcian,42,29,29,32,26
163,Ares,40,36,30,33,18
164,Pirate Tibarn,42,41,30,36,18
165,Hinata,47,32,24,36,18
166,Ymir,38,40,26,35,34
167,Dedue,50,45,17,45,28
168,Heath,40,35,33,33,27
169,Seth,37,32,31,32,22
170,Tiki (Young),41,31,30,32,29
171,Legendary Tiki (Young),45,34,35,37,29
172,Spring Idunn,46,37,26,37,38
173,Dieck,40,40,35,36,25
174,Tibarn,41,38,31,34,18
175,New Year Corrin (M),37,32,30,34,18
176,Surtr,50,39,17,40,33
177,Sheena,45,30,25,36,33
178,Valter,42,32,31,34,19
179,Winter Lissa,43,33,30,35,34
180,Robin (F),40,29,29,29,22
181,Robin (M),40,29,29,29,22
182,Boey,43,29,27,32,18
183,Winter Zephiel,48,38,19,38,36
184,Hector,52,36,24,37,19
185,Amelia,47,34,34,35,23
186,Gatrie,47,42,17,44,35
187,Roshea,41,38,35,38,21
188,Ike,42,35,31,32,18
189,Gray,43,35,32,30,22
190,Ninja Laevatein,41,42,18,37,34
191,Thórr,40,44,19,41,34
192,Atlas (Unit),46,43,37,34,27
193,Eyvel,41,33,35,38,25
194,Hawkeye,45,33,22,28,30
195,Winter Hilda (Three Houses),44,39,38,37,26
196,Frederick,43,35,25,36,14
197,Winter Eirika,42,36,23,30,34
198,Halloween Corrin (M),44,44,21,44,39
199,Cherche,46,38,25,32,16
200,Sonia,40,35,24,32,35
201,Chrom,47,37,25,31,17
202,Bridal Sophia,38,40,19,36,34
203,Spring Bruno,41,30,24,35,14
204,Brave Alm,42,38,35,37,20
205,Sylvain,40,44,35,37,23
206,Valentine Faye,43,40,23,35,38
207,Lyon,41,34,21,26,30
208,Eliwood (LA),47,38,32,29,29
209,Limstella,41,39,23,32,36
210,Legendary Edelgard,45,42,17,39,36
211,Legendary Robin (M),40,45,30,31,31
212,Sigurd,41,35,32,34,17
213,Linus,42,37,33,32,19
214,Ótr,41,41,17,40,35
215,Summer Xander,43,32,30,36,16
216,Alm,45,33,30,28,22
217,Saber,40,31,33,32,22
218,Minerva,40,31,33,32,22
219,Spring Xander,40,25,28,35,26
220,Brave Edelgard,46,45,16,43,35
221,Valentine Conrad,39,32,23,33,35
222,Roy (LA),34,35,19,27,30
223,Eitri,37,41,29,30,31
224,Quan,44,37,29,31,16
225,Conrad,40,31,22,34,35
226,Gregor,40,44,37,43,23
227,Spring Narcian,43,35,34,37,18
228,Osian,42,35,36,33,27
229,Astram,44,35,36,36,21
230,Melady,41,40,33,41,17
231,Fallen Morgan (F),40,39,17,41,35
232,Palla,42,31,31,28,26
233,Diamant,41,46,36,43,21
234,Sharena,43,32,32,29,22
235,Winter Annette,43,43,23,40,41
236,Gonzalez,50,42,35,33,21
237,Adrift Corrin (M),42,35,35,31,24
238,Pirate Geese,46,38,35,32,21
239,Seteth,44,36,36,32,24
240,Arion,41,45,36,46,21
241,Summer Freyr,41,38,16,38,35
242,Ninja Corrin (M),41,40,38,35,28
243,Summer Lyon,42,42,21,37,39
244,Corrin (M),42,32,32,28,24
245,Pirate Surtr,45,45,16,44,36
246,Brave Gatekeeper,41,37,17,40,36
247,Brave Dimitri,41,40,36,40,19
248,Winter Felix,44,38,37,32,29
249,Finn,40,34,33,32,18
250,Libra,40,35,32,28,29
251,Kana (F),40,30,34,33,26
252,Kana (M),40,31,33,31,29
253,Spring Luthier,41,38,36,31,27
254,Spring Michalis,43,45,32,47,17
255,Summer Ephraim,41,47,16,44,31
256,Spring Chrom,43,35,32,28,20
257,Winter Cecilia,41,35,23,30,36
258,Summer Edelgard,46,45,17,43,39
259,Winter Tharja,43,34,18,34,36
260,Leon,39,34,30,30,15
261,Leo,39,29,22,25,30
262,Summer Frederick,40,32,31,28,18
263,Halloween Naga,38,42,31,35,37
264,Shannan,43,38,36,37,18
265,Yarne,40,35,33,32,17
266,Letizia,38,40,16,35,34
267,New Year Camilla,40,33,35,31,23
268,Fallen Corrin (M),42,38,38,33,26
269,Lissa,39,26,25,28,30
270,Mirabilis,38,34,18,32,35
271,Mila,41,37,17,40,37
272,Valentine's Lissa,42,35,25,37,40
273,Spring Alfonse,41,35,33,30,18
274,Black Knight,48,34,34,35,18
275,Altina,42,38,20,30,36
276,Young Marth,41,36,37,32,26
277,Summer Ogma,44,38,38,35,21
278,Faye,42,30,25,26,31
279,Zeke,40,40,15,38,35
280,Halloween Ilyana,41,38,23,30,37
281,Summer Caspar,46,41,36,30,23
282,Freyr,41,46,16,41,35
283,Legendary Fae,40,42,28,37,41
284,Brave Tiki (Adult),40,43,27,37,41
285,Cain,42,32,32,27,21
286,Winter Mirabilis,39,36,17,34,36
287,Summer Ylgr,42,35,36,30,25
288,Bridal Oboro,42,39,35,40,16
289,Winter Jaffar,44,35,37,31,27
290,Ninja Laegjarn,40,44,19,37,38
291,Velouria,40,35,37,33,23
292,Kempf,42,33,33,27,26
293,Ferdinand,41,32,35,30,24
294,Fallen Corrin (F),43,35,37,31,27
295,Jamke,38,36,32,29,17
296,Kiria,38,41,20,29,34
297,Legendary Robin (F),40,32,35,30,25
298,Echidna,45,34,36,30,27
299,Winter Altina,42,40,18,37,39
300,Marth,41,31,34,29,23
301,Catria,39,31,34,29,25
302,Legendary Marth,40,34,36,32,21
303,Hans,46,45,39,35,21
304,New Year Ash,41,44,19,44,40
305,Henry,45,23,22,32,25
306,Camus,42,32,33,31,17
307,New Year Laevatein,33,36,30,27,18
308,Norne,42,32,36,31,27
309,Múspell,40,41,16,39,37
310,Gerik,47,37,36,30,22
311,Brave Eliwood,40,37,35,32,18
312,Zephiel,55,35,16,38,24
313,Young Boyd,50,43,36,31,21
314,Fallen Lyon,40,40,16,32,35
315,New Year Askr,40,42,16,42,37
316,Hinoka,41,35,32,25,24
317,Young Lyon,38,38,18,34,37
318,Hostile Springs Sakura,36,35,32,26,21
319,Halloween Robin (F),40,40,17,37,38
320,Draug,50,30,32,39,18
321,Panne,41,29,34,30,23
322,Summer Tiki (Young),40,33,37,32,26
323,Plegian Kris,41,37,37,31,22
324,Halloween Duma,47,46,19,40,43
325,Bridal Tanith,37,34,36,33,21
326,Nephenee,37,31,35,34,20
327,Barst,46,33,32,30,17
328,Teatime Sigurd,40,46,31,35,16
329,Valentine's Ike,45,37,38,35,19
330,Young Minerva,40,36,37,35,19
331,Abel,39,33,32,25,25
332,Fae,46,33,28,25,30
333,Young Hector,47,45,16,47,41
334,Python,38,32,35,31,20
335,Joshua,40,31,35,30,28
336,Holst,42,43,41,35,26
337,Petrine,42,35,37,30,24
338,Jakob,39,29,31,25,24
339,Legendary Corrin (F),41,38,40,34,29
340,Shez (M),40,43,41,37,26
341,Bartre,49,36,25,33,13
342,Corrin (F),41,27,34,34,21
343,Thea,37,31,35,31,28
344,Picnic Flora,43,38,22,29,38
345,Winter Fae,45,35,26,33,41
346,Legendary Eliwood,37,36,34,33,16
347,Cecilia,36,32,25,22,29
348,Nagi,46,37,19,36,41
349,Summer Seth,40,40,38,31,24
350,Flame Rinkah,40,37,41,44,25
351,Fallen Celica,40,35,35,27,26
352,Winter Manuela,42,37,42,38,31
353,Adrift Corrin (F),41,31,37,32,27
354,Bridal Tiki,42,42,26,40,45
355,Soleil,37,38,35,28,24
356,Fallen Rhea,46,43,18,40,43
357,Kamui,44,38,41,36,22
358,Byleth (M),40,36,38,34,20
359,New Year Laegjarn,38,32,35,35,17
360,Summer Norne,42,37,39,31,27
361,Spring Loki,39,31,34,27,25
362,Valentine's Henriette,42,40,18,35,40
363,Fjorm,39,30,31,30,34
364,Naga (Unit),37,30,36,33,26
365,Winter Artur,43,41,19,35,41
366,Linhardt,39,34,25,30,38
367,Valentine's Lucina,41,39,42,37,31
368,Legendary Roy,39,34,38,32,26
369,Sain,41,42,38,36,18
370,New Year Velouria,41,38,40,34,23
371,Flavia,41,40,41,36,23
372,Fallen Edelgard,45,42,14,44,39
373,Seiros,40,42,18,37,40
374,Hostile Springs Ryoma,40,35,36,28,23
375,Nailah,40,31,37,32,23
376,Fallen Morgan (M),38,37,17,35,38
377,Ayra,41,33,37,31,21
378,Annette,40,39,36,28,30
379,Summer Lorenz,45,32,31,25,29
380,Laegjarn,41,32,36,36,17
381,Owain,41,32,37,31,22
382,Lachesis,39,32,25,22,30
383,Halloween Dheginsea,45,45,14,41,39
384,Jeorge,37,32,32,24,22
385,Camilla,37,30,32,28,31
386,Gharnef,38,30,34,27,23
387,Sothis,41,34,39,32,27
388,Valentian Catria,41,38,36,27,24
389,Spring Minerva,41,36,38,35,18
390,Brave Roy,38,32,34,26,24
391,Ryoma,41,34,35,27,21
392,Oscar,40,33,34,26,21
393,Hilda (Three Houses),43,37,37,28,23
394,Roy,44,30,31,25,28
395,Azama,43,21,26,32,25
396,Siegbert,41,34,35,31,16
397,Cyril,46,42,44,35,26
398,Fallen Muarim,45,43,40,31,23
399,Iago,42,38,27,23,32
400,Tanith,41,36,40,32,28
401,Groom Marth,40,31,36,30,20
402,New Year Yarne,40,43,40,35,21
403,Galzus,40,43,41,36,22
404,Olivia,36,28,33,27,26
405,Summer Innes,42,33,37,30,20
406,Summer Robin (F),35,32,34,28,29
407,Winter Black Knight,43,44,44,35,30
408,Winter Bruno,43,41,38,29,34
409,Fallen Anankos,42,43,44,36,31
410,Farina,39,36,38,30,30
411,Julian,40,38,38,33,18
412,Performing Shigure,34,31,29,21,24
413,Spring Saleh,41,37,36,26,28
414,Halloween Rhea,40,43,18,39,42
415,Saizo,36,29,34,33,16
416,Ninja Shamir,42,37,40,31,32
417,Roderick,40,31,34,25,24
418,Olivia (YT),36,30,34,26,23
419,Valentine's Alm,40,35,40,32,25
420,Marisa,46,30,36,30,21
421,Sirius (Unit),40,34,37,35,16
422,Ascended Hilda,42,42,43,34,26
423,Rearmed Robin (F),43,41,44,35,33
424,Marcia,41,37,41,32,26
425,Takumi,40,32,33,25,18
426,Halloween Rolf,40,30,36,28,23
427,Merric,43,26,32,28,19
428,Spring Maria,35,37,40,40,25
429,Fallen Takumi,37,31,34,25,24
430,Leif,40,32,38,30,23
431,Winter Sephiran,43,42,21,29,40
432,Brady,41,33,32,23,28
433,Rinkah,40,34,39,41,18
434,Subaki,40,25,35,35,22
435,Raigh,36,32,29,22,29
436,Kent,42,37,40,30,24
437,Valentine's Robin (F),42,41,16,39,42
438,Elice,40,41,35,27,34
439,Raven,41,34,35,25,22
440,Yen'fay,43,37,42,32,28
441,Lumera,43,43,43,33,25
442,Pirate Lifis,47,36,40,30,23
443,Scion Larcei,40,39,42,33,28
444,Est,36,35,30,24,32
445,Nils,45,31,35,26,25
446,Igrene,42,37,37,26,24
447,Fomortiis,46,44,15,46,44
448,Larcei,41,36,40,30,25
449,Shigure,40,33,37,27,25
450,Bridal Charlotte,46,36,32,24,19
451,Florina,42,29,27,25,34
452,Clarisse,37,31,34,25,20
453,Kris (F),40,37,40,30,25
454,Kris (M),40,37,40,30,25
455,Brave Lucina,41,34,36,27,19
456,Fallen Dimitri,40,42,40,38,17
457,Perceval,38,32,37,28,27
458,Etie,40,45,40,30,28
459,Byleth (F),40,34,40,33,21
460,New Year Gunnthrá,38,34,37,27,26
461,Hatari Nailah,40,39,43,35,25
462,Guy,44,37,43,33,25
463,Kiragi,40,38,43,37,23
464,Sakura,36,28,30,24,30
465,Ethlyn,38,28,34,26,20
466,Medeus,40,44,18,38,43
467,Young Ike,40,42,42,32,26
468,Rennac,39,37,42,34,25
469,Ninja Camilla,38,43,19,32,40
470,Catherine,43,39,41,30,23
471,Hatari Karla,41,40,42,31,28
472,Legendary Dimitri,40,41,41,37,18
473,Dagr,41,39,41,30,25
474,Young Innes,43,37,38,26,27
475,Jill,40,39,40,36,17
476,Ascended Mareeta,40,40,43,34,25
477,Phina,40,35,37,26,23
478,Valentine's Hana,40,42,46,41,27
479,Oliver,42,32,20,23,34
480,Ascended Fjorm,43,39,41,31,36
481,Brave Seliph,40,43,41,37,18
482,Legendary Alm,40,37,37,26,22
483,Ranulf,40,30,37,33,17
484,Summer Joshua,40,36,39,28,24
485,Erinys,39,37,41,32,23
486,Winter Marth,42,36,41,30,25
487,Rutger,44,32,39,29,24
488,Summer Wolt,40,34,34,25,17
489,Spring Marisa,42,33,38,28,21
490,Summer Thórr,40,43,16,30,38
491,Summer Noire,36,32,36,27,20
492,Halloween Corrin (F),40,42,45,36,30
493,Eliwood,39,31,30,23,32
494,Bridal Nailah,40,35,41,31,25
495,Summer Dimitri,40,42,40,35,17
496,Summer Ymir,38,45,18,35,41
497,Legendary Lucina,36,34,35,25,20
498,Fallen Linus,42,46,43,36,20
499,Selena (Fates),37,25,35,32,28
500,Halloween Tiki,39,39,42,32,25
501,Reginn,38,36,40,30,24
502,Brave Marth,41,41,43,32,25
503,Celica,39,32,33,22,22
504,Thief Rickard,38,38,42,33,25
505,Sothe,39,36,33,22,21
506,Hatari Deen,43,36,39,27,23
507,Nótt,40,41,40,28,27
508,Jaffar,41,26,33,25,22
509,Young Mia,40,41,43,32,27
510,Matthew,41,25,34,30,18
511,Sedgar,41,36,39,27,24
512,Kaden,38,32,36,25,25
513,Orochi,40,40,24,24,37
514,Ninja Hana,42,36,40,28,30
515,Brave Celica,38,33,39,29,24
516,Valentine's Effie,43,46,43,32,23
517,Ninja Navarre,41,39,42,31,23
518,Malice,40,39,43,32,28
519,Cynthia,38,32,37,27,29
520,Summer Sylvain,42,32,35,27,16
521,Summer Fiora,40,32,37,26,28
522,Tana,36,34,36,25,25
523,Ninja Zihark,43,37,42,30,24
524,Patty,40,41,45,37,24
525,Reyson,37,29,34,24,26
526,Tharja,39,32,34,23,20
527,Soiree Rinea,38,30,33,23,28
528,Geoffrey,40,46,40,29,25
529,Jagen,37,27,24,25,35
530,Picnic Felicia,43,30,37,30,35
531,Rath,41,33,35,23,24
532,Halloween Xane,47,30,34,25,30
533,Brave Robin (M),40,46,45,35,27
534,Winter Cordelia,40,44,43,33,23
535,Brave Chrom,41,42,42,37,17
536,Shanna,39,30,35,25,29
537,Pirate Brigid,41,37,40,30,19
538,Eleonora,42,37,38,25,24
539,Legendary Xander,40,42,41,35,17
540,Lucina,43,34,36,25,19
541,Masked Marth,43,34,36,25,19
542,Fallen Ike,40,35,42,32,23
543,Winter Ignatz,42,35,40,31,37
544,Winter Sothis,44,35,41,30,35
545,Soiree Nephenee,37,35,36,24,25
546,Young Tana,40,39,41,29,23
547,Legendary Ryoma,41,34,39,28,20
548,Lilina (LA),34,35,30,20,26
549,Mareeta,41,35,42,31,23
550,Emmeryn,43,32,34,23,30
551,Mercedes,39,33,30,22,33
552,Veld,43,38,26,22,36
553,Shez (F),38,41,42,32,34
554,Valentine's Owain,41,38,42,31,21
555,Azelle,41,37,39,26,23
556,Gotoh,40,42,14,38,42
557,Sumia,39,30,39,29,25
558,Eremiya,44,32,35,23,27
559,Flame Lyn,39,38,44,34,32
560,Sigrun,37,32,36,28,34
561,Rearmed Ophelia,39,44,36,25,32
562,Chad,45,30,37,26,23
563,Groom Roy,39,38,42,30,25
564,Halloween L'Arachel,39,36,34,22,20
565,Thief Sothe,41,39,41,28,23
566,Peri,35,33,33,23,30
567,Cordelia,40,35,35,22,25
568,Solon,45,38,20,24,38
569,Bridal Lyn,39,28,34,23,24
570,Summer Ashe,40,37,41,32,18
571,Summer Cordelia,41,32,38,28,18
572,Cornelia,42,46,23,26,40
573,Mikoto,38,35,32,20,26
574,Performing Inigo,37,28,33,22,20
575,Titania,37,28,34,25,30
576,Halloween Sothis,40,36,42,31,34
577,Bridal Catria,40,40,41,28,23
578,Fallen Mareeta,42,33,41,29,23
579,Ogma,47,35,34,28,13
580,New Year Fáfnir,40,43,39,31,16
581,Brave Corrin (F),42,40,46,37,40
582,Virion,46,31,31,26,13
583,Nifl,39,38,40,27,23
584,Lena,40,32,29,24,37
585,Athena,36,31,38,27,24
586,Summer Leonie,41,36,39,27,19
587,Ingrid,37,35,40,28,27
588,Karel,47,30,35,25,20
589,Alear (M),40,44,45,33,25
590,Embla,41,43,44,31,24
591,Eirika,42,26,35,26,28
592,Hana,37,35,36,23,26
593,Elincia,35,34,36,24,27
594,Tanya,41,30,37,25,28
595,Brunnya,42,35,31,21,33
596,New Year Kaden,41,35,39,25,28
597,August,40,40,17,32,43
598,Legendary Shez (F),40,43,44,31,25
599,Apotheosis Anna,38,35,40,28,31
600,Flayn,40,39,27,21,35
601,Lethe,41,33,38,26,19
602,Ascended Joshua,41,39,43,29,25
603,Young Eirika,40,36,43,30,28
604,Natasha,37,36,32,24,36
605,Spring Fir,39,35,41,28,24
606,Summer Shez (M),41,44,44,31,23
607,Mia,38,32,40,28,25
608,Rhajat,36,35,34,21,24
609,Hardin,41,41,44,32,21
610,Arden,60,36,16,41,16
611,Arete,41,36,27,20,34
612,Rhea,40,44,16,42,46
613,Lilina,35,37,25,19,31
614,Hilda (Genealogy),41,40,25,24,40
615,Ascended Laegjarn,40,39,41,30,18
616,Ophelia,38,37,33,20,23
617,Ullr,39,42,41,30,19
618,Hel,40,38,41,30,18
619,Lyn (LA),37,31,36,27,34
620,Bramimond,39,40,27,21,35
621,Halloween Timerra,37,41,46,46,23
622,Canas,36,32,29,21,33
623,Summer Corrin (F),34,31,34,22,26
624,Arthur (Genealogy),40,42,41,30,18
625,Klein,40,31,33,20,24
626,Groom Robin,40,46,35,23,24
627,Ewan,38,37,33,23,35
628,Azura,36,31,33,21,28
629,Kagero,31,35,32,22,28
630,Shamir,41,40,40,25,24
631,Sully,42,26,34,24,28
632,New Year Panne,40,41,44,32,21
633,Halloween Henry,36,33,34,26,36
634,Brave Eirika,39,40,42,28,24
635,Summer Camilla,39,33,36,23,19
636,Gangrel,45,32,38,24,27
637,Kliff,37,30,37,25,28
638,Ascended Fir,42,44,46,34,21
639,Legendary Eirika,38,31,39,27,21
640,Halloween Mia,36,30,34,22,28
641,Halloween Nowi,34,34,32,20,27
642,Summer Rhys,44,34,27,21,36
643,Petra,40,32,38,25,20
644,Lilith,39,36,41,27,30
645,Hubert,41,39,32,19,25
646,Legendary Nanna,40,39,42,27,25
647,Ninja Shinon,40,40,43,28,26
648,Caeldori,39,40,44,30,31
649,Riev,43,39,25,23,40
650,New Year Azura,37,30,35,22,26
651,Bridal Tharja,39,35,35,21,21
652,New Year Lyre,40,37,42,27,28
653,Navarre,42,31,37,23,24
654,Alear (F),40,43,46,32,26
655,Astrid,38,39,41,27,23
656,Volke,40,41,43,28,25
657,Fallen Lilith,39,40,43,29,33
658,Ascended Tiki (Young),38,42,44,32,36
659,Shinon,40,38,42,27,24
660,Hugh,40,38,42,27,24
661,Halloween Sophia,37,38,23,27,42
662,Ricken,40,43,39,24,30
663,Azura (Young),36,33,29,17,25
664,Lyn,37,28,37,26,29
665,Odin,43,22,32,25,25
666,Genny,32,35,25,21,34
667,Scion Leif,40,40,41,27,20
668,Annand,37,35,39,27,34
669,Morgan (M),37,33,34,20,26
670,Naesala,39,32,38,24,29
671,Mathilda,35,29,32,24,34
672,Summer Nifl,39,38,43,28,26
673,Pelleas,43,40,36,21,31
674,Dwyer,40,37,35,25,39
675,Summer Takumi,40,35,35,21,19
676,Legion,46,36,35,22,18
677,Bridal Sigrun,35,31,38,27,31
678,Fallen Delthea,41,36,33,19,28
679,Halloween Niles,37,34,39,25,29
680,Wolf,40,39,42,28,20
681,Lapis,41,41,45,29,32
682,New Year Dagr,40,41,42,27,22
683,Rebecca,37,29,34,21,27
684,Karin,41,37,42,26,31
685,Hoshidan Summer Ryoma,36,32,34,21,17
686,Tsubasa,39,32,40,26,30
687,Gunnthrá,37,31,33,19,25
688,Díthorba,43,35,38,23,33
689,Lene,35,28,35,23,28
690,Cath,41,36,43,27,30
691,Ninian,42,24,33,23,27
692,Felix,40,46,46,31,25
693,Lucia,40,41,45,29,32
694,New Year Fjorm,39,35,35,20,21
695,Fallen Byleth (F),40,44,47,32,25
696,Legendary Alear (F),40,41,47,33,37
697,Summer Claude,41,38,42,25,26
698,Summer Fjorm,43,43,46,28,28
699,Bridal Juno,38,36,38,22,26
700,Halloween Anna,40,44,47,31,27
701,Brave Claude,42,36,40,23,25
702,Legault,39,31,38,24,19
703,Flame Tana,39,39,42,26,32
704,Miriel,37,37,40,25,31
705,New Year Lethe,41,35,41,27,18
706,Legendary Caeda,39,38,43,27,31
707,Thrasir,40,33,39,23,27
708,Nanna,36,27,34,21,26
709,Yuri,40,39,43,26,29
710,Bridal Larum,38,32,40,26,31
711,Ninja Igrene,40,43,38,22,30
712,Luthier,43,37,36,20,30
713,Legendary Byleth (M),40,39,41,25,21
714,Groom Pent,37,33,34,19,21
715,Brave Camilla,39,33,37,21,25
716,Colm,43,36,41,24,32
717,Performing Azura,35,32,34,20,28
718,Spring Lucina,35,29,36,22,25
719,Forrest,39,32,26,19,35
720,Eirika (SM),36,31,35,20,22
721,Summer Elincia,38,36,40,25,33
722,Vanessa,39,40,43,27,34
723,Aelfric,43,40,31,20,37
724,Priscilla,36,29,29,19,32
725,Julia,38,35,26,17,32
726,Pirate Hinoka,40,40,40,23,23
727,Gaius,42,29,36,22,19
728,Lloyd,41,32,35,20,30
729,Wind Tribe Dagr,41,45,46,30,22
730,Bernadetta,38,32,38,22,26
731,Karla,42,35,40,23,22
732,Clarine,35,25,33,22,29
733,Legendary Lyn,36,31,36,21,27
734,New Year Elm,41,40,45,27,31
735,Charlotte,48,43,41,25,18
736,Summer Caeda,39,33,42,26,28
737,Rearmed Alcryst,39,43,46,30,24
738,Brave Byleth (F),39,41,43,26,24
739,Legendary Julia,40,39,28,19,36
