Rank,Title,HP,ATK,SPD,DEF,RES
141,Xander,44,32,24,37,17
142,Arthur (Fates),43,32,29,30,24
143,Hoshidan Summer Xander,38,35,17,34,16
144,Halloween Robin (M),46,43,21,43,37
145,Stahl,45,31,26,30,22
146,Valentine's Gustav,49,41,18,46,31
147,Zelgius,46,36,33,38,21
148,Gordin,43,31,25,32,17
149,Walhart,41,37,27,36,16
150,Winter Chrom,51,40,19,35,29
151,Summer Tiki (Adult),35,36,30,32,24
152,Gwendolyn,49,30,24,38,28
153,Winter Robin,45,35,34,35,25
154,Halloween Ena,44,36,23,37,36
155,Caellach,45,40,27,31,33
156,Legendary Myrrh,40,39,25,42,36
157,Basilio,48,43,33,36,21
158,Sophia,40,33,19,28,29
159,Summer Helbindi,44,36,18,37,33
160,Halloween Kagero,41,38,21,32,33
161,Ganglöt,40,44,30,38,35
162,Brigand Boss,45,42,35,35,24
163,Narcian,42,29,29,32,26
164,Ares,40,36,30,33,18
165,Pirate Tibarn,42,41,30,36,18
166,Hinata,47,32,24,36,18
167,Ymir,38,40,26,35,34
168,Dedue,50,45,17,45,28
169,Heath,40,35,33,33,27
170,Seth,37,32,31,32,22
171,Tiki (Young),41,31,30,32,29
172,Legendary Tiki (Young),45,34,35,37,29
173,Spring Idunn,46,37,26,37,38
174,Dieck,40,40,35,36,25
175,Tibarn,41,38,31,34,18
176,New Year Corrin (M),37,32,30,34,18
177,Surtr,50,39,17,40,33
178,Sheena,45,30,25,36,33
179,Valter,42,32,31,34,19
180,Winter Lissa,43,33,30,35,34
181,Robin (M),40,29,29,29,22
182,Robin (F),40,29,29,29,22
183,Boey,43,29,27,32,18
184,Winter Zephiel,48,38,19,38,36
185,Hector,52,36,24,37,19
186,Amelia,47,34,34,35,23
187,Gatrie,47,42,17,44,35
188,Roshea,41,38,35,38,21
189,Ike,42,35,31,32,18
190,Gray,43,35,32,30,22
191,Ninja Laevatein,41,42,18,37,34
192,Thórr,40,44,19,41,34
193,Atlas (Unit),46,43,37,34,27
194,Eyvel,41,33,35,38,25
195,Hawkeye,45,33,22,28,30
196,Winter Hilda (Three Houses),44,39,38,37,26
197,Frederick,43,35,25,36,14
198,Winter Eirika,42,36,23,30,34
199,Halloween Corrin (M),44,44,21,44,39
200,Cherche,46,38,25,32,16
201,Sonia,40,35,24,32,35
202,Chrom,47,37,25,31,17
203,Bridal Sophia,38,40,19,36,34
204,Spring Bruno,41,30,24,35,14
205,Brave Alm,42,38,35,37,20
206,Sylvain,40,44,35,37,23
207,Valentine Faye,43,40,23,35,38
208,Lyon,41,34,21,26,30
209,Eliwood (LA),47,38,32,29,29
210,Limstella,41,39,23,32,36
211,Legendary Edelgard,45,42,17,39,36
212,Legendary Robin (M),40,45,30,31,31
213,Sigurd,41,35,32,34,17
214,Linus,42,37,33,32,19
215,Ótr,41,41,17,40,35
216,Summer Xander,43,32,30,36,16
217,Alm,45,33,30,28,22
218,Minerva,40,31,33,32,22
219,Saber,40,31,33,32,22
220,Spring Xander,40,25,28,35,26
221,Brave Edelgard,46,45,16,43,35
222,Valentine Conrad,39,32,23,33,35
223,Roy (LA),34,35,19,27,30
224,Eitri,37,41,29,30,31
225,Quan,44,37,29,31,16
226,Conrad,40,31,22,34,35
227,Gregor,40,44,37,43,23
228,Spring Narcian,43,35,34,37,18
229,Osian,42,35,36,33,27
230,Astram,44,35,36,36,21
231,Melady,41,40,33,41,17
232,Fallen Morgan (F),40,39,17,41,35
233,Palla,42,31,31,28,26
234,Diamant,41,46,36,43,21
235,Sharena,43,32,32,29,22
236,Winter Annette,43,43,23,40,41
237,Gonzalez,50,42,35,33,21
238,Adrift Corrin (M),42,35,35,31,24
239,Pirate Geese,46,38,35,32,21
240,Seteth,44,36,36,32,24
241,Arion,41,45,36,46,21
242,Summer Freyr,41,38,16,38,35
243,Ninja Corrin (M),41,40,38,35,28
244,Summer Lyon,42,42,21,37,39
245,Corrin (M),42,32,32,28,24
246,Pirate Surtr,45,45,16,44,36
247,Brave Gatekeeper,41,37,17,40,36
248,Brave Dimitri,41,40,36,40,19
249,Winter Felix,44,38,37,32,29
250,Finn,40,34,33,32,18
251,Libra,40,35,32,28,29
252,Kana (F),40,30,34,33,26
253,Kana (M),40,31,33,31,29
254,Spring Luthier,41,38,36,31,27
255,Spring Michalis,43,45,32,47,17
256,Summer Ephraim,41,47,16,44,31
257,Spring Chrom,43,35,32,28,20
258,Winter Cecilia,41,35,23,30,36
259,Summer Edelgard,46,45,17,43,39
260,Winter Tharja,43,34,18,34,36
261,Leon,39,34,30,30,15
262,Leo,39,29,22,25,30
263,Summer Frederick,40,32,31,28,18
264,Halloween Naga,38,42,31,35,37
265,Shannan,43,38,36,37,18
266,Yarne,40,35,33,32,17
267,Letizia,38,40,16,35,34
268,New Year Camilla,40,33,35,31,23
269,Fallen Corrin (M),42,38,38,33,26
270,Lissa,39,26,25,28,30
271,Mirabilis,38,34,18,32,35
272,Mila,41,37,17,40,37
273,Valentine's Lissa,42,35,25,37,40
274,Spring Alfonse,41,35,33,30,18
275,Black Knight,48,34,34,35,18
276,Altina,42,38,20,30,36
277,Young Marth,41,36,37,32,26
278,Summer Ogma,44,38,38,35,21
279,Faye,42,30,25,26,31
280,Zeke,40,40,15,38,35
281,Halloween Ilyana,41,38,23,30,37
282,Summer Caspar,46,41,36,30,23
283,Freyr,41,46,16,41,35
284,Legendary Fae,40,42,28,37,41
285,Brave Tiki (Adult),40,43,27,37,41
286,Cain,42,32,32,27,21
287,Red Cavalier,43,38,35,30,33
288,Winter Mirabilis,39,36,17,34,36
289,Summer Ylgr,42,35,36,30,25
290,Bridal Oboro,42,39,35,40,16
291,Winter Jaffar,44,35,37,31,27
292,Ninja Laegjarn,40,44,19,37,38
293,Velouria,40,35,37,33,23
294,Kempf,42,33,33,27,26
295,Ferdinand,41,32,35,30,24
296,Fallen Corrin (F),43,35,37,31,27
297,Jamke,38,36,32,29,17
298,Kiria,38,41,20,29,34
299,Legendary Robin (F),40,32,35,30,25
300,Echidna,45,34,36,30,27
301,Winter Altina,42,40,18,37,39
302,Marth,41,31,34,29,23
303,Catria,39,31,34,29,25
304,Legendary Marth,40,34,36,32,21
305,Hans,46,45,39,35,21
306,New Year Ash,41,44,19,44,40
307,Henry,45,23,22,32,25
308,Camus,42,32,33,31,17
309,New Year Laevatein,33,36,30,27,18
310,Norne,42,32,36,31,27
311,Múspell,40,41,16,39,37
312,Gerik,47,37,36,30,22
313,Brave Eliwood,40,37,35,32,18
314,Zephiel,55,35,16,38,24
315,Young Boyd,50,43,36,31,21
316,Fallen Lyon,40,40,16,32,35
317,New Year Askr,40,42,16,42,37
318,Hinoka,41,35,32,25,24
319,Young Lyon,38,38,18,34,37
320,Hostile Springs Sakura,36,35,32,26,21
321,Halloween Robin (F),40,40,17,37,38
322,Draug,50,30,32,39,18
323,Panne,41,29,34,30,23
324,Summer Tiki (Young),40,33,37,32,26
325,Plegian Kris,41,37,37,31,22
326,Halloween Duma,47,46,19,40,43
327,Bridal Tanith,37,34,36,33,21
328,Nephenee,37,31,35,34,20
329,Barst,46,33,32,30,17
330,Teatime Sigurd,40,46,31,35,16
331,Valentine's Ike,45,37,38,35,19
332,Young Minerva,40,36,37,35,19
333,Abel,39,33,32,25,25
334,Fae,46,33,28,25,30
335,Young Hector,47,45,16,47,41
336,Priam,40,41,40,35,26
337,Python,38,32,35,31,20
338,Joshua,40,31,35,30,28
339,Holst,42,43,41,35,26
340,Petrine,42,35,37,30,24
341,Jakob,39,29,31,25,24
342,Legendary Corrin (F),41,38,40,34,29
343,Shez (M),40,43,41,37,26
344,Bartre,49,36,25,33,13
345,Corrin (F),41,27,34,34,21
346,Thea,37,31,35,31,28
347,Picnic Flora,43,38,22,29,38
348,Winter Fae,45,35,26,33,41
349,Legendary Eliwood,37,36,34,33,16
350,Cecilia,36,32,25,22,29
351,Nagi,46,37,19,36,41
352,Summer Seth,40,40,38,31,24
353,Flame Rinkah,40,37,41,44,25
354,Fallen Celica,40,35,35,27,26
355,Winter Manuela,42,37,42,38,31
356,Adrift Corrin (F),41,31,37,32,27
357,Bridal Tiki,42,42,26,40,45
358,Soleil,37,38,35,28,24
359,Fallen Rhea,46,43,18,40,43
360,Kamui,44,38,41,36,22
361,Byleth (M),40,36,38,34,20
362,New Year Laegjarn,38,32,35,35,17
363,Summer Norne,42,37,39,31,27
364,Spring Loki,39,31,34,27,25
365,Valentine's Henriette,42,40,18,35,40
366,Fjorm,39,30,31,30,34
367,Naga (Unit),37,30,36,33,26
368,Winter Artur,43,41,19,35,41
369,Linhardt,39,34,25,30,38
370,Valentine's Lucina,41,39,42,37,31
371,Legendary Roy,39,34,38,32,26
372,Sain,41,42,38,36,18
373,New Year Velouria,41,38,40,34,23
374,Flavia,41,40,41,36,23
375,Fallen Edelgard,45,42,14,44,39
376,Seiros,40,42,18,37,40
377,Hostile Springs Ryoma,40,35,36,28,23
378,Nailah,40,31,37,32,23
379,Fallen Morgan (M),38,37,17,35,38
380,Ayra,41,33,37,31,21
381,Annette,40,39,36,28,30
382,Summer Lorenz,45,32,31,25,29
383,Laegjarn,41,32,36,36,17
384,Owain,41,32,37,31,22
385,Lachesis,39,32,25,22,30
386,Halloween Dheginsea,45,45,14,41,39
387,Jeorge,37,32,32,24,22
388,Camilla,37,30,32,28,31
389,Gharnef,38,30,34,27,23
390,Sothis,41,34,39,32,27
391,Valentian Catria,41,38,36,27,24
392,Spring Minerva,41,36,38,35,18
393,Brave Roy,38,32,34,26,24
394,Ryoma,41,34,35,27,21
395,Oscar,40,33,34,26,21
396,Hilda (Three Houses),43,37,37,28,23
397,Roy,44,30,31,25,28
398,Azama,43,21,26,32,25
399,Siegbert,41,34,35,31,16
400,Cyril,46,42,44,35,26
401,Fallen Muarim,45,43,40,31,23
402,Iago,42,38,27,23,32
403,Tanith,41,36,40,32,28
404,Groom Marth,40,31,36,30,20
405,New Year Yarne,40,43,40,35,21
406,Galzus,40,43,41,36,22
407,Olivia,36,28,33,27,26
408,Summer Innes,42,33,37,30,20
409,Summer Robin (F),35,32,34,28,29
410,Winter Black Knight,43,44,44,35,30
411,Winter Bruno,43,41,38,29,34
412,Fallen Anankos,42,43,44,36,31
413,Farina,39,36,38,30,30
414,Julian,40,38,38,33,18
415,Performing Shigure,34,31,29,21,24
416,Spring Saleh,41,37,36,26,28
417,Halloween Rhea,40,43,18,39,42
418,Saizo,36,29,34,33,16
419,Ninja Shamir,42,37,40,31,32
420,Roderick,40,31,34,25,24
421,Olivia (YT),36,30,34,26,23
422,Valentine's Alm,40,35,40,32,25
423,Marisa,46,30,36,30,21
424,Sirius (Unit),40,34,37,35,16
425,Ascended Hilda,42,42,43,34,26
426,Rearmed Robin (F),43,41,44,35,33
427,Marcia,41,37,41,32,26
428,Takumi,40,32,33,25,18
429,Halloween Rolf,40,30,36,28,23
430,Merric,43,26,32,28,19
431,Spring Maria,35,37,40,40,25
432,Fallen Takumi,37,31,34,25,24
433,Leif,40,32,38,30,23
434,Winter Sephiran,43,42,21,29,40
435,Brady,41,33,32,23,28
436,Rinkah,40,34,39,41,18
437,Subaki,40,25,35,35,22
438,Raigh,36,32,29,22,29
439,Kent,42,37,40,30,24
440,Valentine's Robin (F),42,41,16,39,42
441,Elice,40,41,35,27,34
442,Raven,41,34,35,25,22
443,Yen'fay,43,37,42,32,28
444,Lumera,43,43,43,33,25
445,Pirate Lifis,47,36,40,30,23
446,Scion Larcei,40,39,42,33,28
447,Est,36,35,30,24,32
448,Nils,45,31,35,26,25
449,Igrene,42,37,37,26,24
450,Fomortiis,46,44,15,46,44
451,Larcei,41,36,40,30,25
452,Shigure,40,33,37,27,25
453,Bridal Charlotte,46,36,32,24,19
454,Florina,42,29,27,25,34
455,Clarisse,37,31,34,25,20
456,Kris (F),40,37,40,30,25
457,Kris (M),40,37,40,30,25
458,Brave Lucina,41,34,36,27,19
459,Fallen Dimitri,40,42,40,38,17
460,Perceval,38,32,37,28,27
461,Etie,40,45,40,30,28
462,Byleth (F),40,34,40,33,21
463,New Year Gunnthrá,38,34,37,27,26
464,Hatari Nailah,40,39,43,35,25
465,Guy,44,37,43,33,25
466,Kiragi,40,38,43,37,23
467,Sakura,36,28,30,24,30
468,Ethlyn,38,28,34,26,20
469,Medeus,40,44,18,38,43
470,Young Ike,40,42,42,32,26
471,Rennac,39,37,42,34,25
472,Ninja Camilla,38,43,19,32,40
473,Catherine,43,39,41,30,23
474,Hatari Karla,41,40,42,31,28
475,Legendary Dimitri,40,41,41,37,18
476,Dagr,41,39,41,30,25
477,Young Innes,43,37,38,26,27
478,Jill,40,39,40,36,17
479,Ascended Mareeta,40,40,43,34,25
480,Phina,40,35,37,26,23
481,Valentine's Hana,40,42,46,41,27
482,Oliver,42,32,20,23,34
483,Ascended Fjorm,43,39,41,31,36
484,Brave Seliph,40,43,41,37,18
485,Legendary Alm,40,37,37,26,22
486,Ranulf,40,30,37,33,17
487,Summer Joshua,40,36,39,28,24
488,Erinys,39,37,41,32,23
489,Winter Marth,42,36,41,30,25
490,Rutger,44,32,39,29,24
491,Summer Wolt,40,34,34,25,17
492,Spring Marisa,42,33,38,28,21
493,Summer Thórr,40,43,16,30,38
494,Summer Noire,36,32,36,27,20
495,Halloween Corrin (F),40,42,45,36,30
496,Eliwood,39,31,30,23,32
497,Bridal Nailah,40,35,41,31,25
498,Summer Dimitri,40,42,40,35,17
499,Summer Ymir,38,45,18,35,41
500,Legendary Lucina,36,34,35,25,20
501,Fallen Linus,42,46,43,36,20
502,Selena (Fates),37,25,35,32,28
503,Halloween Tiki,39,39,42,32,25
504,Reginn,38,36,40,30,24
505,Brave Marth,41,41,43,32,25
506,Celica,39,32,33,22,22
507,Thief Rickard,38,38,42,33,25
508,Sothe,39,36,33,22,21
509,Hatari Deen,43,36,39,27,23
510,Nótt,40,41,40,28,27
511,Jaffar,41,26,33,25,22
512,Young Mia,40,41,43,32,27
513,Matthew,41,25,34,30,18
514,Sedgar,41,36,39,27,24
515,Kaden,38,32,36,25,25
516,Orochi,40,40,24,24,37
517,Ninja Hana,42,36,40,28,30
518,Brave Celica,38,33,39,29,24
519,Valentine's Effie,43,46,43,32,23
520,Ninja Navarre,41,39,42,31,23
521,Malice,40,39,43,32,28
522,Cynthia,38,32,37,27,29
523,Summer Sylvain,42,32,35,27,16
524,Summer Fiora,40,32,37,26,28
525,Tana,36,34,36,25,25
526,Ninja Zihark,43,37,42,30,24
527,Patty,40,41,45,37,24
528,Reyson,37,29,34,24,26
529,Tharja,39,32,34,23,20
530,Soiree Rinea,38,30,33,23,28
531,Geoffrey,40,46,40,29,25
532,Jagen,37,27,24,25,35
533,Picnic Felicia,43,30,37,30,35
534,Rath,41,33,35,23,24
535,Halloween Xane,47,30,34,25,30
536,Brave Robin (M),40,46,45,35,27
537,Winter Cordelia,40,44,43,33,23
538,Brave Chrom,41,42,42,37,17
539,Shanna,39,30,35,25,29
540,Pirate Brigid,41,37,40,30,19
541,Eleonora,42,37,38,25,24
542,Legendary Xander,40,42,41,35,17
543,Lucina,43,34,36,25,19
544,Masked Marth,43,34,36,25,19
545,Fallen Ike,40,35,42,32,23
546,Winter Ignatz,42,35,40,31,37
547,Winter Sothis,44,35,41,30,35
548,Soiree Nephenee,37,35,36,24,25
549,Young Tana,40,39,41,29,23
550,Legendary Ryoma,41,34,39,28,20
551,Lilina (LA),34,35,30,20,26
552,Mareeta,41,35,42,31,23
553,Emmeryn,43,32,34,23,30
554,Mercedes,39,33,30,22,33
555,Veld,43,38,26,22,36
556,Shez (F),38,41,42,32,34
557,Valentine's Owain,41,38,42,31,21
558,Azelle,41,37,39,26,23
559,Gotoh,40,42,14,38,42
560,Sumia,39,30,39,29,25
561,Eremiya,44,32,35,23,27
562,Flame Lyn,39,38,44,34,32
563,Sigrun,37,32,36,28,34
564,Rearmed Ophelia,39,44,36,25,32
565,Chad,45,30,37,26,23
566,Groom Roy,39,38,42,30,25
567,Halloween L'Arachel,39,36,34,22,20
568,Thief Sothe,41,39,41,28,23
569,Peri,35,33,33,23,30
570,Cordelia,40,35,35,22,25
571,Solon,45,38,20,24,38
572,Bridal Lyn,39,28,34,23,24
573,Summer Ashe,40,37,41,32,18
574,Summer Cordelia,41,32,38,28,18
575,Cornelia,42,46,23,26,40
576,Mikoto,38,35,32,20,26
577,Performing Inigo,37,28,33,22,20
578,Titania,37,28,34,25,30
579,Halloween Sothis,40,36,42,31,34
580,Bridal Catria,40,40,41,28,23
581,Fallen Mareeta,42,33,41,29,23
582,Ogma,47,35,34,28,13
583,New Year Fáfnir,40,43,39,31,16
584,Brave Corrin (F),42,40,46,37,40
585,Virion,46,31,31,26,13
586,Nifl,39,38,40,27,23
587,Lena,40,32,29,24,37
588,Athena,36,31,38,27,24
589,Summer Leonie,41,36,39,27,19
590,Ingrid,37,35,40,28,27
591,Karel,47,30,35,25,20
592,Alear (M),40,44,45,33,25
593,Embla,41,43,44,31,24
594,Eirika,42,26,35,26,28
595,Hana,37,35,36,23,26
596,Elincia,35,34,36,24,27
597,Tanya,41,30,37,25,28
598,Brunnya,42,35,31,21,33
599,New Year Kaden,41,35,39,25,28
600,August,40,40,17,32,43
601,Legendary Shez (F),40,43,44,31,25
602,Apotheosis Anna,38,35,40,28,31
603,Flayn,40,39,27,21,35
604,Lethe,41,33,38,26,19
605,Ascended Joshua,41,39,43,29,25
606,Young Eirika,40,36,43,30,28
607,Natasha,37,36,32,24,36
608,Spring Fir,39,35,41,28,24
609,Summer Shez (M),41,44,44,31,23
610,Mia,38,32,40,28,25
611,Rhajat,36,35,34,21,24
612,Hardin,41,41,44,32,21
613,Arden,60,36,16,41,16
614,Arete,41,36,27,20,34
615,Rhea,40,44,16,42,46
616,Lilina,35,37,25,19,31
617,Hilda (Genealogy),41,40,25,24,40
618,Ascended Laegjarn,40,39,41,30,18
619,Ophelia,38,37,33,20,23
620,Ullr,39,42,41,30,19
621,Hel,40,38,41,30,18
622,Lyn (LA),37,31,36,27,34
623,Bramimond,39,40,27,21,35
624,Halloween Timerra,37,41,46,46,23
625,Canas,36,32,29,21,33
626,Summer Corrin (F),34,31,34,22,26
627,Arthur (Genealogy),40,42,41,30,18
628,Klein,40,31,33,20,24
629,Groom Robin,40,46,35,23,24
630,Ewan,38,37,33,23,35
631,Azura,36,31,33,21,28
632,Kagero,31,35,32,22,28
633,Shamir,41,40,40,25,24
634,Sully,42,26,34,24,28
635,New Year Panne,40,41,44,32,21
636,Halloween Henry,36,33,34,26,36
637,Brave Eirika,39,40,42,28,24
638,Summer Camilla,39,33,36,23,19
639,Gangrel,45,32,38,24,27
640,Kliff,37,30,37,25,28
641,Ascended Fir,42,44,46,34,21
642,Legendary Eirika,38,31,39,27,21
643,Halloween Mia,36,30,34,22,28
644,Halloween Nowi,34,34,32,20,27
645,Summer Rhys,44,34,27,21,36
646,Petra,40,32,38,25,20
647,Lilith,39,36,41,27,30
648,Hubert,41,39,32,19,25
649,Legendary Nanna,40,39,42,27,25
650,Ninja Shinon,40,40,43,28,26
651,Caeldori,39,40,44,30,31
652,Riev,43,39,25,23,40
653,New Year Azura,37,30,35,22,26
654,Bridal Tharja,39,35,35,21,21
655,New Year Lyre,40,37,42,27,28
656,Navarre,42,31,37,23,24
657,Alear (F),40,43,46,32,26
658,Astrid,38,39,41,27,23
659,Volke,40,41,43,28,25
660,Fallen Lilith,39,40,43,29,33
661,Ascended Tiki (Young),38,42,44,32,36
662,Shinon,40,38,42,27,24
663,Hugh,40,38,42,27,24
664,Halloween Sophia,37,38,23,27,42
665,Ricken,40,43,39,24,30
666,Azura (Young),36,33,29,17,25
667,Lyn,37,28,37,26,29
668,Odin,43,22,32,25,25
669,Genny,32,35,25,21,34
670,Scion Leif,40,40,41,27,20
671,Annand,37,35,39,27,34
672,Morgan (M),37,33,34,20,26
673,Naesala,39,32,38,24,29
674,Mathilda,35,29,32,24,34
675,Summer Nifl,39,38,43,28,26
676,Pelleas,43,40,36,21,31
677,Dwyer,40,37,35,25,39
678,Summer Takumi,40,35,35,21,19
679,Legion,46,36,35,22,18
680,Bridal Sigrun,35,31,38,27,31
681,Fallen Delthea,41,36,33,19,28
682,Halloween Niles,37,34,39,25,29
683,Wolf,40,39,42,28,20
684,Lapis,41,41,45,29,32
685,New Year Dagr,40,41,42,27,22
686,Rebecca,37,29,34,21,27
687,Karin,41,37,42,26,31
688,Hoshidan Summer Ryoma,36,32,34,21,17
689,Tsubasa,39,32,40,26,30
690,Gunnthrá,37,31,33,19,25
691,Díthorba,43,35,38,23,33
692,Lene,35,28,35,23,28
693,Cath,41,36,43,27,30
694,Ninian,42,24,33,23,27
695,Felix,40,46,46,31,25
696,Lucia,40,41,45,29,32
697,New Year Fjorm,39,35,35,20,21
698,Fallen Byleth (F),40,44,47,32,25
699,Legendary Alear (F),40,41,47,33,37
700,Summer Claude,41,38,42,25,26
701,Summer Fjorm,43,43,46,28,28
702,Bridal Juno,38,36,38,22,26
703,Halloween Anna,40,44,47,31,27
704,Brave Claude,42,36,40,23,25
705,Legault,39,31,38,24,19
706,Flame Tana,39,39,42,26,32
707,Miriel,37,37,40,25,31
708,New Year Lethe,41,35,41,27,18
709,Legendary Caeda,39,38,43,27,31
710,Thrasir,40,33,39,23,27
711,Nanna,36,27,34,21,26
712,Yuri,40,39,43,26,29
713,Bridal Larum,38,32,40,26,31
714,Ninja Igrene,40,43,38,22,30
715,Luthier,43,37,36,20,30
716,Legendary Byleth (M),40,39,41,25,21
717,Groom Pent,37,33,34,19,21
718,Brave Camilla,39,33,37,21,25
719,Colm,43,36,41,24,32
720,Performing Azura,35,32,34,20,28
721,Spring Lucina,35,29,36,22,25
722,Forrest,39,32,26,19,35
723,Eirika (SM),36,31,35,20,22
724,Summer Elincia,38,36,40,25,33
725,Vanessa,39,40,43,27,34
726,Aelfric,43,40,31,20,37
727,Priscilla,36,29,29,19,32
728,Julia,38,35,26,17,32
729,Pirate Hinoka,40,40,40,23,23
730,Gaius,42,29,36,22,19
731,Lloyd,41,32,35,20,30
732,Wind Tribe Dagr,41,45,46,30,22
733,Bernadetta,38,32,38,22,26
734,Karla,42,35,40,23,22
735,Clarine,35,25,33,22,29
736,Legendary Lyn,36,31,36,21,27
737,New Year Elm,41,40,45,27,31
738,Charlotte,48,43,41,25,18
739,Summer Caeda,39,33,42,26,28
740,Rearmed Alcryst,39,43,46,30,24
