Rank,Title,HP,ATK,SPD,DEF,RES
143,Halloween Myrrh,46,38,23,40,32
144,Valentine Conrad,39,32,23,33,35
145,Quan,44,37,29,31,16
146,Sheena,45,30,25,36,33
147,Palla,42,31,31,28,26
148,Flame Emperor,50,40,25,37,26
149,Ymir,38,40,26,35,34
150,Hector (LA),50,38,21,40,24
151,Conrad,40,31,22,34,35
152,Sharena,43,32,32,29,22
153,Rearmed Líf,41,43,29,41,26
154,Linus,42,37,33,32,19
155,Corrin (M),42,32,32,28,24
156,Duma,48,40,21,34,31
157,Mamori,43,37,24,42,33
158,Flame Múspell,40,43,26,41,30
159,Finn,40,34,33,32,18
160,Bridal Sophia,38,40,19,36,34
161,Winter Robin,45,35,34,35,25
162,Plegian Raphael,48,42,28,38,23
163,Idunn,45,35,26,39,34
164,Balthus,47,42,24,37,31
165,Roy (LA),34,35,19,27,30
166,Kana (F),40,30,34,33,26
167,Zelgius,46,36,33,38,21
168,Libra,40,35,32,28,29
169,Spring Chrom,43,35,32,28,20
170,Valentine's Greil,47,41,18,38,30
171,Eitri,37,41,29,30,31
172,Matthis,41,43,32,38,25
173,Kana (M),40,31,33,31,29
174,Leon,39,34,30,30,15
175,Yarne,40,35,33,32,17
176,Summer Frederick,40,32,31,28,18
177,Eyvel,41,33,35,38,25
178,Spring Myrrh,40,38,25,40,35
179,Vyland,47,41,30,36,19
180,Mirabilis,38,34,18,32,35
181,Spring Alfonse,41,35,33,30,18
182,Winter Lissa,43,33,30,35,34
183,Faye,42,30,25,26,31
184,Caellach,45,40,27,31,33
185,Ninja Haar,44,42,24,44,28
186,Adrift Corrin (M),42,35,35,31,24
187,Halloween Ena,44,36,23,37,36
188,New Year Camilla,40,33,35,31,23
189,Valentine's Rudolf,46,43,21,41,29
190,Cain,42,32,32,27,21
191,Fallen Tiki (Young),45,36,34,37,28
192,Ash,41,39,27,41,34
193,Spring Narcian,43,35,34,37,18
194,Limstella,41,39,23,32,36
195,Winter Cecilia,41,35,23,30,36
196,Scáthach,43,42,30,43,24
197,Jamke,38,36,32,29,17
198,Dieck,40,40,35,36,25
199,Lissa,39,26,25,28,30
200,Amelia,47,34,34,35,23
201,Roshea,41,38,35,38,21
202,Leo,39,29,22,25,30
203,Catria,39,31,34,29,25
204,Hector,52,36,24,37,19
205,Marth,41,31,34,29,23
206,Kempf,42,33,33,27,26
207,Brave Alm,42,38,35,37,20
208,Rearmed Alfred,40,45,25,43,27
209,Letizia,38,40,16,35,34
210,Camus,42,32,33,31,17
211,Halloween Kurthnaga,45,39,27,36,35
212,Ninja Laevatein,41,42,18,37,34
213,Ferdinand,41,32,35,30,24
214,Legendary Robin (F),40,32,35,30,25
215,Henry,45,23,22,32,25
216,Forsyth,47,40,20,39,33
217,Winter Tharja,43,34,18,34,36
218,New Year Keaton,48,41,24,43,20
219,Picnic Lukas,51,37,21,42,22
220,Hinoka,41,35,32,25,24
221,Winter Mirabilis,39,36,17,34,36
222,Panne,41,29,34,30,23
223,Kiria,38,41,20,29,34
224,Askr,40,43,26,43,31
225,Osian,42,35,36,33,27
226,Nephenee,37,31,35,34,20
227,Winter Chrom,51,40,19,35,29
228,Abel,39,33,32,25,25
229,Hostile Springs Sakura,36,35,32,26,21
230,Legendary Marth,40,34,36,32,21
231,Summer Freyr,41,38,16,38,35
232,Python,38,32,35,31,20
233,Altina,42,38,20,30,36
234,Bridal Tanith,37,34,36,33,21
235,Brave Eliwood,40,37,35,32,18
236,Barst,46,33,32,30,17
237,Astram,44,35,36,36,21
238,Seteth,44,36,36,32,24
239,Corrin (F),41,27,34,34,21
240,Legendary Eliwood,37,36,34,33,16
241,New Year Laevatein,33,36,30,27,18
242,Legendary Tiki (Young),45,34,35,37,29
243,Summer Ylgr,42,35,36,30,25
244,Eliwood (LA),47,38,32,29,29
245,Velouria,40,35,37,33,23
246,Joshua,40,31,35,30,28
247,Jakob,39,29,31,25,24
248,Thea,37,31,35,31,28
249,Fae,46,33,28,25,30
250,Spring Loki,39,31,34,27,25
251,Halloween Ilyana,41,38,23,30,37
252,Spring Luthier,41,38,36,31,27
253,Fallen Lyon,40,40,16,32,35
254,New Year Laegjarn,38,32,35,35,17
255,Norne,42,32,36,31,27
256,Pirate Geese,46,38,35,32,21
257,Young Lyon,38,38,18,34,37
258,Fallen Morgan (F),40,39,17,41,35
259,Brave Gatekeeper,41,37,17,40,36
260,Melady,41,40,33,41,17
261,Naga (Unit),37,30,36,33,26
262,Bartre,49,36,25,33,13
263,Soleil,37,38,35,28,24
264,Young Marth,41,36,37,32,26
265,Fallen Celica,40,35,35,27,26
266,Legendary Myrrh,40,39,25,42,36
267,Summer Tiki (Young),40,33,37,32,26
268,Camilla,37,30,32,28,31
269,Legendary Robin (M),40,45,30,31,31
270,Gharnef,38,30,34,27,23
271,Fjorm,39,30,31,30,34
272,Oscar,40,33,34,26,21
273,Brave Roy,38,32,34,26,24
274,Brigand Boss,45,42,35,35,24
275,Ótr,41,41,17,40,35
276,Lachesis,39,32,25,22,30
277,Ryoma,41,34,35,27,21
278,Zeke,40,40,15,38,35
279,Hostile Springs Ryoma,40,35,36,28,23
280,Roy,44,30,31,25,28
281,Plegian Kris,41,37,37,31,22
282,Young Minerva,40,36,37,35,19
283,Nailah,40,31,37,32,23
284,Black Knight,48,34,34,35,18
285,Cecilia,36,32,25,22,29
286,Summer Lorenz,45,32,31,25,29
287,Azama,43,21,26,32,25
288,Jeorge,37,32,32,24,22
289,Petrine,42,35,37,30,24
290,Groom Marth,40,31,36,30,20
291,Siegbert,41,34,35,31,16
292,Ayra,41,33,37,31,21
293,Owain,41,32,37,31,22
294,Shannan,43,38,36,37,18
295,Linhardt,39,34,25,30,38
296,Flame Mordecai,48,43,29,43,24
297,Summer Robin (F),35,32,34,28,29
298,Echidna,45,34,36,30,27
299,Laegjarn,41,32,36,36,17
300,Fallen Corrin (F),43,35,37,31,27
301,Sylvain,40,44,35,37,23
302,Valentine Faye,43,40,23,35,38
303,Adrift Corrin (F),41,31,37,32,27
304,Olivia,36,28,33,27,26
305,Thórr,40,44,19,41,34
306,Mila,41,37,17,40,37
307,Winter Jaffar,44,35,37,31,27
308,Iago,42,38,27,23,32
309,Roderick,40,31,34,25,24
310,Basilio,48,43,33,36,21
311,Fallen Morgan (M),38,37,17,35,38
312,Legendary Roy,39,34,38,32,26
313,Saizo,36,29,34,33,16
314,Winter Zephiel,48,38,19,38,36
315,Byleth (M),40,36,38,34,20
316,Valentian Catria,41,38,36,27,24
317,Olivia (YT),36,30,34,26,23
318,Halloween Rolf,40,30,36,28,23
319,Ninja Cherche,43,44,20,44,32
320,Summer Innes,42,33,37,30,20
321,Takumi,40,32,33,25,18
322,Brave Dimitri,41,40,36,40,19
323,Benny,48,35,23,44,34
324,Merric,43,26,32,28,19
325,Fallen Takumi,37,31,34,25,24
326,Brady,41,33,32,23,28
327,Fallen Corrin (M),42,38,38,33,26
328,Subaki,40,25,35,35,22
329,Teatime Sigurd,40,46,31,35,16
330,Spring Idunn,46,37,26,37,38
331,Raven,41,34,35,25,22
332,Est,36,35,30,24,32
333,Gerik,47,37,36,30,22
334,Picnic Flora,43,38,22,29,38
335,Bridal Oboro,42,39,35,40,16
336,Winter Felix,44,38,37,32,29
337,Raigh,36,32,29,22,29
338,Florina,42,29,27,25,34
339,Surtr,50,39,17,40,33
340,Draug,50,30,32,39,18
341,Hilda (Three Houses),43,37,37,28,23
342,Summer Ogma,44,38,38,35,21
343,Leif,40,32,38,30,23
344,Brave Lucina,41,34,36,27,19
345,Ganglöt,40,44,30,38,35
346,Summer Donnel,46,45,31,40,30
347,Sirius (Unit),40,34,37,35,16
348,Halloween Robin (F),40,40,17,37,38
349,Clarisse,37,31,34,25,20
350,Spring Minerva,41,36,38,35,18
351,Bridal Charlotte,46,36,32,24,19
352,Marisa,46,30,36,30,21
353,Shigure,40,33,37,27,25
354,Winter Hilda (Three Houses),44,39,38,37,26
355,Summer Seth,40,40,38,31,24
356,Oliver,42,32,20,23,34
357,Summer Caspar,46,41,36,30,23
358,Perceval,38,32,37,28,27
359,Ninja Corrin (M),41,40,38,35,28
360,Nils,45,31,35,26,25
361,Valentine's Lissa,42,35,25,37,40
362,New Year Gunnthrá,38,34,37,27,26
363,Legendary Edelgard,45,42,17,39,36
364,Annette,40,39,36,28,30
365,Múspell,40,41,16,39,37
366,Spring Saleh,41,37,36,26,28
367,Sakura,36,28,30,24,30
368,Summer Wolt,40,34,34,25,17
369,Ethlyn,38,28,34,26,20
370,Ranulf,40,30,37,33,17
371,Eliwood,39,31,30,23,32
372,Summer Noire,36,32,36,27,20
373,Julian,40,38,38,33,18
374,Sothis,41,34,39,32,27
375,Legendary Lucina,36,34,35,25,20
376,Phina,40,35,37,26,23
377,Selena (Fates),37,25,35,32,28
378,Valentine's Ike,45,37,38,35,19
379,Sothe,39,36,33,22,21
380,Zephiel,55,35,16,38,24
381,Matthew,41,25,34,30,18
382,Kaden,38,32,36,25,25
383,Celica,39,32,33,22,22
384,Winter Altina,42,40,18,37,39
385,Performing Shigure,34,31,29,21,24
386,Igrene,42,37,37,26,24
387,Legendary Alm,40,37,37,26,22
388,Summer Sylvain,42,32,35,27,16
389,Jaffar,41,26,33,25,22
390,Halloween Naga,38,42,31,35,37
391,Summer Lyon,42,42,21,37,39
392,Tana,36,34,36,25,25
393,Farina,39,36,38,30,30
394,Soiree Rinea,38,30,33,23,28
395,Summer Norne,42,37,39,31,27
396,Spring Marisa,42,33,38,28,21
397,Reyson,37,29,34,24,26
398,Tharja,39,32,34,23,20
399,Rath,41,33,35,23,24
400,Shanna,39,30,35,25,29
401,Jagen,37,27,24,25,35
402,Ninja Laegjarn,40,44,19,37,38
403,Cynthia,38,32,37,27,29
404,Valentine's Alm,40,35,40,32,25
405,Soiree Nephenee,37,35,36,24,25
406,Brave Celica,38,33,39,29,24
407,New Year Velouria,41,38,40,34,23
408,Summer Fiora,40,32,37,26,28
409,Byleth (F),40,34,40,33,21
410,Lucina,43,34,36,25,19
411,Masked Marth,43,34,36,25,19
412,Mercedes,39,33,30,22,33
413,Gonzalez,50,42,35,33,21
414,Atlas (Unit),46,43,37,34,27
415,Summer Joshua,40,36,39,28,24
416,Halloween L'Arachel,39,36,34,22,20
417,Peri,35,33,33,23,30
418,Wind Tribe Fuga,42,46,30,45,30
419,Valentine's Henriette,42,40,18,35,40
420,Valentine's Gustav,49,41,18,46,31
421,Sain,41,42,38,36,18
422,Cordelia,40,35,35,22,25
423,Ludveck,46,44,32,45,28
424,Mikoto,38,35,32,20,26
425,Lilina (LA),34,35,30,20,26
426,Bridal Lyn,39,28,34,23,24
427,Titania,37,28,34,25,30
428,New Year Askr,40,42,16,42,37
429,Tanith,41,36,40,32,28
430,Orochi,40,40,24,24,37
431,Larcei,41,36,40,30,25
432,Rutger,44,32,39,29,24
433,Virion,46,31,31,26,13
434,Reginn,38,36,40,30,24
435,Emmeryn,43,32,34,23,30
436,Sumia,39,30,39,29,25
437,Kris (M),40,37,40,30,25
438,Kris (F),40,37,40,30,25
439,Summer Cordelia,41,32,38,28,18
440,Athena,36,31,38,27,24
441,Eremiya,44,32,35,23,27
442,Kent,42,37,40,30,24
443,Sedgar,41,36,39,27,24
444,Legendary Ryoma,41,34,39,28,20
445,Summer Ephraim,41,47,16,44,31
446,Elincia,35,34,36,24,27
447,Legendary Corrin (F),41,38,40,34,29
448,Hana,37,35,36,23,26
449,Eirika,42,26,35,26,28
450,Winter Fae,45,35,26,33,41
451,Chad,45,30,37,26,23
452,Freyr,41,46,16,41,35
453,Young Innes,43,37,38,26,27
454,Rinkah,40,34,39,41,18
455,Hatari Deen,43,36,39,27,23
456,Halloween Xane,47,30,34,25,30
457,Eleonora,42,37,38,25,24
458,Rhajat,36,35,34,21,24
459,Summer Thórr,40,43,16,30,38
460,Karel,47,30,35,25,20
461,Ophelia,38,37,33,20,23
462,Seiros,40,42,18,37,40
463,Lena,40,32,29,24,37
464,Vigarde,46,47,30,44,29
465,Gatrie,47,42,17,44,35
466,Lethe,41,33,38,26,19
467,Sigrun,37,32,36,28,34
468,Halloween Robin (M),46,43,21,43,37
469,Lilina,35,37,25,19,31
470,Tanya,41,30,37,25,28
471,Canas,36,32,29,21,33
472,Erinys,39,37,41,32,23
473,Veld,43,38,26,22,36
474,Ogma,47,35,34,28,13
475,Bridal Nailah,40,35,41,31,25
476,Klein,40,31,33,20,24
477,Marcia,41,37,41,32,26
478,Gregor,40,44,37,43,23
479,Performing Inigo,37,28,33,22,20
480,Summer Camilla,39,33,36,23,19
481,Azelle,41,37,39,26,23
482,Arete,41,36,27,20,34
483,Sully,42,26,34,24,28
484,Elice,40,41,35,27,34
485,Spring Maria,35,37,40,40,25
486,Pirate Brigid,41,37,40,30,19
487,Azura,36,31,33,21,28
488,Brunnya,42,35,31,21,33
489,Summer Corrin (F),34,31,34,22,26
490,Nagi,46,37,19,36,41
491,Kliff,37,30,37,25,28
492,Cervantes,50,45,31,44,25
493,Halloween Mia,36,30,34,22,28
494,Kagero,31,35,32,22,28
495,Summer Leonie,41,36,39,27,19
496,Ninja Camilla,38,43,19,32,40
497,Legendary Eirika,38,31,39,27,21
498,Flayn,40,39,27,21,35
499,Bridal Tharja,39,35,35,21,21
500,Winter Artur,43,41,19,35,41
501,Petra,40,32,38,25,20
502,New Year Azura,37,30,35,22,26
503,Mia,38,32,40,28,25
504,Flavia,41,40,41,36,23
505,Halloween Nowi,34,34,32,20,27
506,Dedue,50,45,17,45,28
507,Winter Sephiran,43,42,21,29,40
508,Kamui,44,38,41,36,22
509,Winter Marth,42,36,41,30,25
510,Jill,40,39,40,36,17
511,Hubert,41,39,32,19,25
512,Natasha,37,36,32,24,36
513,Ingrid,37,35,40,28,27
514,Young Boyd,50,43,36,31,21
515,Lyn (LA),37,31,36,27,34
516,Ascended Idunn,45,43,26,43,38
517,Bramimond,39,40,27,21,35
518,Solon,45,38,20,24,38
519,Navarre,42,31,37,23,24
520,Lyn,37,28,37,26,29
521,Odin,43,22,32,25,25
522,New Year Yarne,40,43,40,35,21
523,Morgan (M),37,33,34,20,26
524,Mathilda,35,29,32,24,34
525,Diamant,41,46,36,43,21
526,Genny,32,35,25,21,34
527,Nifl,39,38,40,27,23
528,Summer Takumi,40,35,35,21,19
529,Pirate Lifis,47,36,40,30,23
530,Halloween Henry,36,33,34,26,36
531,Legendary Fae,40,42,28,37,41
532,Dagr,41,39,41,30,25
533,Rennac,39,37,42,34,25
534,Fallen Mareeta,42,33,41,29,23
535,Brave Edelgard,46,45,16,43,35
536,Murdock,47,45,23,45,35
537,Fallen Ike,40,35,42,32,23
538,Rebecca,37,29,34,21,27
539,Summer Ashe,40,37,41,32,18
540,Brave Tiki (Adult),40,43,27,37,41
541,New Year Kaden,41,35,39,25,28
542,Summer Rhys,44,34,27,21,36
543,Ewan,38,37,33,23,35
544,Fallen Delthea,41,36,33,19,28
545,Spring Fir,39,35,41,28,24
546,Catherine,43,39,41,30,23
547,Picnic Felicia,43,30,37,30,35
548,Ninja Shamir,42,37,40,31,32
549,Young Tana,40,39,41,29,23
550,Lene,35,28,35,23,28
551,Ninian,42,24,33,23,27
552,Thief Rickard,38,38,42,33,25
553,Mareeta,41,35,42,31,23
554,Ninja Hana,42,36,40,28,30
555,Bridal Sigrun,35,31,38,27,31
556,New Year Fjorm,39,35,35,20,21
557,Azura (Young),36,33,29,17,25
558,Naesala,39,32,38,24,29
559,Gunnthrá,37,31,33,19,25
560,Spring Michalis,43,45,32,47,17
561,Nótt,40,41,40,28,27
562,Legion,46,36,35,22,18
563,Winter Annette,43,43,23,40,41
564,Summer Dimitri,40,42,40,35,17
565,Legault,39,31,38,24,19
566,Halloween Tiki,39,39,42,32,25
567,Gangrel,45,32,38,24,27
568,Thief Sothe,41,39,41,28,23
569,Halloween Niles,37,34,39,25,29
570,Hoshidan Summer Ryoma,36,32,34,21,17
571,Apotheosis Anna,38,35,40,28,31
572,Galzus,40,43,41,36,22
573,Hel,40,38,41,30,18
574,Ninja Navarre,41,39,42,31,23
575,Fallen Muarim,45,43,40,31,23
576,Forrest,39,32,26,19,35
577,Fallen Dimitri,40,42,40,38,17
578,Shez (M),40,43,41,37,26
579,Performing Azura,35,32,34,20,28
580,Holst,42,43,41,35,26
581,Valentine's Owain,41,38,42,31,21
582,Groom Roy,39,38,42,30,25
583,Scion Larcei,40,39,42,33,28
584,Brave Camilla,39,33,37,21,25
585,Groom Pent,37,33,34,19,21
586,Pirate Surtr,45,45,16,44,36
587,Ninja Zihark,43,37,42,30,24
588,Bridal Catria,40,40,41,28,23
589,Yen'fay,43,37,42,32,28
590,Legendary Dimitri,40,41,41,37,18
591,Spring Lucina,35,29,36,22,25
592,New Year Fáfnir,40,43,39,31,16
593,Arion,41,45,36,46,21
594,Nanna,36,27,34,21,26
595,Hans,46,45,39,35,21
596,Julia,38,35,26,17,32
597,Ascended Laegjarn,40,39,41,30,18
598,Bridal Juno,38,36,38,22,26
599,Gaius,42,29,36,22,19
600,Eirika (SM),36,31,35,20,22
601,Legendary Lyn,36,31,36,21,27
602,Halloween Sophia,37,38,23,27,42
603,Winter Bruno,43,41,38,29,34
604,Hilda (Genealogy),41,40,25,24,40
605,Halloween Corrin (M),44,44,21,44,39
606,Priscilla,36,29,29,19,32
607,Groom Robin,40,46,35,23,24
608,Astrid,38,39,41,27,23
609,Sue,36,32,38,23,20
610,Flame Rinkah,40,37,41,44,25
611,Bernadetta,38,32,38,22,26
612,Thrasir,40,33,39,23,27
613,Kiragi,40,38,43,37,23
614,Lloyd,41,32,35,20,30
615,Mist,39,27,28,20,34
616,Shamir,41,40,40,25,24
617,Brave Veronica,36,32,36,21,19
618,Serra,33,30,31,21,33
619,Rearmed Ophelia,39,44,36,25,32
620,Tsubasa,39,32,40,26,30
621,Hatari Nailah,40,39,43,35,25
622,Summer Ymir,38,45,18,35,41
623,Ylgr,38,33,38,22,20
624,Hatari Karla,41,40,42,31,28
625,Clarine,35,25,33,22,29
626,Bridal Cordelia,36,35,35,19,22
627,Legendary Xander,40,42,41,35,17
628,Young Ike,40,42,42,32,26
629,Summer Tana,35,33,36,20,25
630,Ullr,39,42,41,30,19
631,Setsuna,37,28,37,22,23
632,Gilliam,47,44,21,48,35
633,Guy,44,37,43,33,25
634,New Year Lethe,41,35,41,27,18
635,Valentine's Veronica,40,36,38,21,22
636,Lilith,39,36,41,27,30
637,Ascended Mareeta,40,40,43,34,25
638,Halloween Kellam,48,46,31,48,27
639,Winter Manuela,42,37,42,38,31
640,Brave Seliph,40,43,41,37,18
641,Valentine's Robin (F),42,41,16,39,42
642,Annand,37,35,39,27,34
643,Halloween Rhea,40,43,18,39,42
644,Riev,43,39,25,23,40
645,Adrift Camilla,36,37,30,17,30
646,Scion Leif,40,40,41,27,20
647,Etie,40,45,40,30,28
648,August,40,40,17,32,43
649,Valentine's Lucina,41,39,42,37,31
650,Bridal Larum,38,32,40,26,31
651,Shinon,40,38,42,27,24
652,Arthur (Genealogy),40,42,41,30,18
653,Hugh,40,38,42,27,24
654,Ursula,35,29,32,19,30
655,Claude,39,33,37,20,21
656,New Year Ash,41,44,19,44,40
657,Spring Kagero,36,35,34,18,27
658,Brave Eirika,39,40,42,28,24
659,Lysithea,37,41,37,21,24
660,Wrys,42,24,23,22,36
661,Brave Claude,42,36,40,23,25
662,Summer Laegjarn,37,34,37,20,21
663,Fir,41,25,36,24,31
664,Karla,42,35,40,23,22
665,Legendary Julia,40,39,28,19,36
666,Malice,40,39,43,32,28
667,Young Eirika,40,36,43,30,28
668,Legendary Nanna,40,39,42,27,25
669,Wolf,40,39,42,28,20
670,Luthier,43,37,36,20,30
671,New Year Lyre,40,37,42,27,28
672,Anna,41,29,38,22,28
673,Brave Marth,41,41,43,32,25
674,Geoffrey,40,46,40,29,25
675,Pelleas,43,40,36,21,31
676,Hoshidan Summer Micaiah,33,34,20,18,34
677,Summer Elise,34,36,34,18,25
678,Legendary Byleth (M),40,39,41,25,21
679,Hoshidan Summer Elincia,34,29,35,20,21
680,New Year Reginn,37,38,40,23,24
681,Bridal Fjorm,42,34,34,17,23
682,Miriel,37,37,40,25,31
683,Aversa,42,33,34,17,24
684,Young Mia,40,41,43,32,27
685,Masquerade Lachesis,37,37,27,19,37
686,Ascended Joshua,41,39,43,29,25
687,New Year Takumi,40,34,34,17,27
688,Tethys,38,27,35,23,34
689,Ascended Hilda,42,42,43,34,26
690,Saias,36,33,30,18,34
691,Pirate Hinoka,40,40,40,23,23
692,Díthorba,43,35,38,23,33
693,Spring Catria,36,32,35,18,23
694,Micaiah,35,35,28,18,35
695,Clair,37,26,36,24,33
696,Kronya,44,31,39,22,26
697,Summer Edelgard,46,45,17,43,39
698,Fallen Edelgard,45,42,14,44,39
699,Cornelia,42,46,23,26,40
700,Summer Caeda,39,33,42,26,28
701,Summer Nifl,39,38,43,28,26
702,Valentine's Mist,36,34,34,17,23
703,Gotoh,40,42,14,38,42
704,Brave Chrom,41,42,42,37,17
705,Spring Severa,39,37,40,24,17
706,New Year Dagr,40,41,42,27,22
707,Halloween Dheginsea,45,45,14,41,39
708,Summer Ingrid,39,34,42,25,26
709,Soren,36,33,33,17,29
710,Olwen (WT),34,30,35,19,27
711,Knoll,43,37,32,19,35
712,Summer Lyn,37,33,38,20,27
713,Leila,40,36,41,23,26
714,Legendary Claude,41,37,41,23,24
715,Dwyer,40,37,35,25,39
716,Summer Claude,41,38,42,25,26
717,Summer Elincia,38,36,40,25,33
718,Spring Inigo,40,38,40,22,27
719,Medeus,40,44,18,38,43
720,Scion Nanna,40,35,41,23,27
721,Ricken,40,43,39,24,30
722,Brave Lysithea,40,40,39,21,25
723,Brave Lyn,35,33,35,18,28
724,Ninja Shinon,40,40,43,28,26
725,Spring Palla,38,37,34,17,29
726,Winter Ignatz,42,35,40,31,37
727,Halloween Sothis,40,36,42,31,34
728,Lumera,43,43,43,33,25
729,Bridal Micaiah,39,39,20,19,38
730,Tailtiu,39,32,35,17,25
731,Nino,33,33,36,19,26
732,Spring Est,39,38,35,17,26
733,New Year Eir,39,31,36,21,34
734,Summer Eirika,39,39,42,25,22
735,Bridal Ninian,34,28,33,18,27
736,Volke,40,41,43,28,25
737,Sanaki,33,37,26,17,34
738,Winter Cordelia,40,44,43,33,23
739,Winter Sothis,44,35,41,30,35
740,Mae,35,36,31,16,30
741,Miranda,38,36,35,21,36
